Field	Time	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	LKJC:X	LKJC:Y	LKJC:Z	LHJC:X	LHJC:Y	LHJC:Z	LAJC:X	LAJC:Y	LAJC:Z	LTOO:X	LTOO:Y	LTOO:Z	RKJC:X	RKJC:Y	RKJC:Z	RHJC:X	RHJC:Y	RHJC:Z	RAJC:X	RAJC:Y	RAJC:Z	RTOO:X	RTOO:Y	RTOO:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z
342	3.4100	225.546661	850.045776	757.273682	219.980560	856.079285	882.190308	132.806931	848.729370	379.039398	163.317886	843.771606	754.803955	171.273483	526.954346	197.458801	135.740738	602.134766	75.795441	272.091370	1064.841675	448.019623	287.775421	856.319946	759.743408	245.822113	1030.974487	75.026031	273.680847	1180.018555	66.164192	241.698792	988.396606	1231.933594	241.497772	931.754395	1052.482422
343	3.4200	226.333237	864.011902	758.000549	221.048111	869.786743	882.941589	131.178925	873.656006	380.697388	164.088394	857.851440	755.652222	168.338303	551.386169	200.962540	130.615646	626.744507	80.070961	272.922119	1075.574585	446.766144	288.578094	870.172424	760.348816	245.534882	1032.037476	75.471786	274.184509	1180.846924	65.285820	241.627350	1001.816895	1232.769653	241.724915	945.338379	1053.292358
344	3.4300	227.109955	877.858643	758.822388	222.143723	883.368408	883.788452	129.775513	898.841125	382.721649	164.847046	871.830566	756.613831	165.646027	577.239990	202.972656	125.206825	653.877014	83.775002	273.808685	1085.793457	445.324463	289.372803	883.886658	761.031128	245.252518	1033.015869	75.872375	274.730347	1181.585205	64.602455	241.510757	1015.045044	1233.721069	241.921524	958.728821	1054.185791
345	3.4400	227.874573	891.588562	759.730530	223.261612	896.830139	884.721680	128.615921	924.169250	385.127502	165.591995	885.710022	757.678467	163.207062	604.463013	203.439743	119.645836	683.386108	86.862663	274.744812	1095.498779	443.707458	290.157104	897.467041	761.782593	244.988907	1033.908936	76.209969	275.316071	1182.237305	64.053291	241.349976	1028.088013	1234.781250	242.088379	971.935181	1055.156128
346	3.4500	228.624756	905.205261	760.715210	224.395508	910.178711	885.730835	127.714005	949.536438	387.921783	166.321426	899.491882	758.834839	161.023621	633.006653	202.366364	114.077209	715.086487	89.337227	275.723389	1104.696167	441.932465	290.928070	910.918640	762.595703	244.755295	1034.719238	76.475067	275.937134	1182.808594	63.590191	241.146530	1040.954712	1235.941650	242.226120	984.969360	1056.195923
347	3.4600	229.358353	918.713928	761.766357	225.538788	923.422241	886.805542	127.078148	974.849426	391.101715	167.033524	913.179749	760.070984	159.091736	662.826416	199.806320	108.654488	748.759521	91.232674	276.736206	1113.397949	440.021362	291.683228	924.248108	763.461731	244.559494	1035.453247	76.665123	276.587616	1183.308105	63.176178	240.902466	1053.656738	1237.193115	242.335999	997.844788	1057.297729
348	3.4700	230.073151	932.120667	762.872864	226.684372	936.569824	887.933838	126.711426	1000.026917	394.654633	167.726563	926.778503	761.373535	157.403641	693.880249	195.861252	103.532265	784.161804	92.595726	277.774109	1121.620972	437.998932	292.419800	937.462830	764.372314	244.406189	1036.121094	76.783119	277.259888	1183.747192	62.784584	240.620224	1066.207520	1238.524780	242.419342	1010.577393	1058.453369
349	3.4800	230.767014	945.432800	764.023071	227.824966	949.631470	889.104065	126.611916	1024.997192	398.557526	168.398682	940.294434	762.728638	155.950058	726.126465	190.674835	98.854843	821.038818	93.471802	278.827301	1129.386963	435.891663	293.135315	950.571167	765.317505	244.296906	1036.733521	76.836349	277.945251	1184.138062	62.397446	240.302521	1078.621948	1239.924683	242.477036	1023.184021	1059.653442
350	3.4900	231.437912	958.658875	765.204590	228.953171	962.618042	890.303345	126.773102	1049.699219	402.777649	169.048248	953.735168	764.121338	154.722260	759.520020	184.425064	94.743675	859.140381	93.898849	279.885223	1136.722290	433.727112	293.827606	963.582520	766.287964	244.230164	1037.303467	76.834763	278.634369	1184.494507	62.003647	239.952316	1090.916382	1241.380127	242.510605	1035.682739	1060.888428
351	3.5000	232.083755	971.808228	766.404541	230.061417	975.541321	891.518555	127.184448	1074.078979	407.272766	169.673370	967.109619	765.535889	153.713547	794.009521	177.315231	91.286781	898.235474	93.909660	280.936890	1143.656982	431.532471	294.494171	976.506836	767.273071	244.201935	1037.843994	76.789871	279.317749	1184.829956	61.597229	239.572556	1103.108521	1242.876831	242.520721	1048.092651	1062.147461
352	3.5100	232.702667	984.891357	767.609375	231.142456	988.413513	892.736145	127.831963	1098.090942	411.992462	170.272430	980.427734	766.956665	152.920013	829.534424	169.563828	88.533333	938.122925	93.540550	281.971283	1150.223877	429.333893	295.132874	989.354980	768.262207	244.206314	1038.367065	76.713905	279.986176	1185.156616	61.176151	239.166168	1115.216797	1244.400391	242.508057	1060.433350	1063.419922
353	3.5200	233.292618	997.919739	768.805359	232.189056	1001.248169	893.942261	128.698959	1121.696289	416.879364	170.843460	993.700928	768.366943	152.340576	866.023254	161.394623	86.494644	978.635071	92.841446	282.977081	1156.458618	427.155823	295.741760	1002.138550	769.244019	244.235550	1038.884277	76.618759	280.631317	1185.485962	60.740517	238.735916	1127.260254	1245.935547	242.473236	1072.724243	1064.693848
354	3.5300	233.851746	1010.905518	769.978210	233.194427	1014.058716	895.122803	129.766586	1144.862915	421.870392	171.384766	1006.941345	769.750122	151.976395	903.392395	153.027481	85.150871	1019.635559	91.883965	283.943359	1162.398438	425.020355	296.318604	1014.869568	770.206482	244.280914	1039.406738	76.515617	281.246277	1185.827881	60.291817	238.284225	1139.258423	1247.466309	242.416122	1084.985718	1065.957153
355	3.5400	234.378220	1023.861633	771.113586	234.152100	1026.859375	896.263550	131.014511	1167.563354	426.898468	171.894608	1020.162354	771.089233	151.830002	941.546143	144.670883	84.461044	1061.012329	90.764511	284.859375	1168.081055	422.946869	296.861847	1027.561035	771.137817	244.333374	1039.942871	76.414963	281.825653	1186.189697	59.832497	237.813156	1151.230591	1248.976685	242.336563	1097.236694	1067.197021
356	3.5500	234.870132	1036.802246	772.197144	235.056320	1039.665039	897.350220	132.421555	1189.776733	431.894562	172.371124	1033.378052	772.368408	151.904083	980.377625	136.515228	84.372276	1102.668945	89.601189	285.714874	1173.544678	420.951996	297.369202	1040.226318	772.025940	244.383499	1040.501099	76.325974	282.366119	1186.577881	59.364880	237.324310	1163.196289	1250.450806	242.233475	1109.496338	1068.400391
357	3.5600	235.325775	1049.741211	773.214783	235.901688	1052.490356	898.369202	133.966003	1211.486938	436.788666	172.812469	1046.603149	773.571350	152.200409	1019.770142	128.728836	84.827759	1144.515503	88.527008	286.500122	1178.827393	419.049469	297.839081	1052.879272	772.858154	244.422318	1041.088257	76.256874	282.866577	1186.996704	58.891266	236.818710	1175.174927	1251.872314	242.105850	1121.783325	1069.553955
358	3.5700	235.743134	1062.693359	774.152832	236.683670	1065.350708	899.307129	135.626114	1232.683594	441.512207	173.216858	1059.852539	774.683105	152.718948	1059.598022	121.455109	85.771881	1186.460449	87.681427	287.206329	1183.965088	417.250031	298.269348	1065.533936	773.622559	244.441284	1041.710449	76.215042	283.327972	1187.449097	58.413998	236.296844	1187.184937	1253.226074	241.952194	1134.115234	1070.645142
359	3.5800	236.120468	1075.673828	774.998108	237.398712	1078.260986	900.150879	137.380295	1253.360840	445.999084	173.582504	1073.142090	775.689209	153.457092	1099.728516	114.810890	87.151703	1228.406006	87.200363	287.825623	1188.992554	415.561890	298.658478	1078.205444	774.307129	244.432739	1042.371948	76.207214	283.752899	1187.935791	57.935326	235.758514	1199.244629	1254.497070	241.770432	1146.509155	1071.660889
360	3.5900	236.455750	1088.697510	775.738586	238.043533	1091.236450	900.888794	139.207260	1273.517090	450.186981	173.907333	1086.486816	776.577087	154.409073	1140.021851	108.886024	88.917549	1270.243042	87.208237	288.351410	1193.941772	413.990509	299.004089	1090.908203	774.900208	244.389603	1043.076782	76.239334	284.145813	1188.457275	57.457569	235.202972	1211.371460	1255.671265	241.558441	1158.980957	1072.589233
361	3.6000	236.746841	1101.779663	776.363159	238.616028	1104.291626	901.510010	141.086304	1293.156128	454.019226	174.189575	1099.902100	777.335205	155.565292	1180.333862	103.743134	91.021233	1311.851318	87.810326	288.778748	1198.840942	412.538940	299.304138	1103.657104	775.391113	244.305832	1043.827148	76.317291	284.511749	1189.011475	56.983658	234.628754	1223.582031	1256.735840	241.313507	1171.545898	1073.419067
362	3.6100	236.991852	1114.934937	776.862061	239.114792	1117.440918	902.005005	142.997208	1312.285034	457.445496	174.427094	1113.402588	777.954041	156.912018	1220.514771	99.418396	93.415161	1353.097168	89.087639	289.104462	1203.716064	411.208069	299.556610	1116.467285	775.770020	244.175903	1044.624512	76.446266	284.856476	1189.595825	56.516869	234.033875	1235.892090	1257.679077	241.032822	1184.218262	1074.139282
363	3.6200	237.188385	1128.177490	777.227173	239.539078	1130.697632	902.365845	144.920395	1330.913818	460.422394	174.617905	1127.001831	778.426208	158.430969	1260.409546	95.922348	96.052071	1393.834473	91.093071	289.327759	1208.588867	409.996399	299.758850	1129.353271	776.028259	243.995255	1045.468384	76.631432	285.185211	1190.206299	56.061497	233.415848	1248.316040	1258.491211	240.713531	1197.010742	1074.741577
364	3.6300	237.334091	1141.521118	777.452148	239.889145	1144.074341	902.586060	146.837326	1349.057007	462.915527	174.759644	1140.713013	778.746338	160.098679	1299.859619	93.240273	98.883583	1433.908081	93.847519	289.450409	1213.477783	408.900421	299.908478	1142.329224	776.158081	243.759979	1046.356689	76.877800	285.502625	1190.836914	55.622620	232.771729	1260.867798	1259.163696	240.352417	1209.935547	1075.218384
365	3.6400	237.426575	1154.978149	777.532532	240.165466	1157.582520	902.661560	148.730423	1366.730347	464.898926	174.850250	1154.547485	778.911316	161.886734	1338.700317	91.333702	101.862617	1473.153687	97.338409	289.476990	1218.398804	407.914490	300.002960	1155.408813	776.153748	243.467010	1047.285889	77.190140	285.811768	1191.481567	55.205959	232.098206	1273.559204	1259.690430	239.946579	1223.003418	1075.563965
366	3.6500	237.463135	1168.559937	777.466003	240.369415	1171.231934	902.589783	150.583694	1383.953003	466.356812	174.887054	1168.515137	778.920349	163.761826	1376.763428	90.141273	104.943954	1511.402588	101.517395	289.415253	1223.364380	407.030701	300.039246	1168.604736	776.011536	243.114487	1048.250122	77.573730	286.113953	1192.131958	54.817776	231.391800	1286.401367	1260.066650	239.492599	1236.223877	1075.774048
367	3.6600	237.441162	1182.276489	777.252502	240.502625	1185.030884	902.370789	152.383026	1400.746094	467.284119	174.867630	1182.624146	778.776001	165.686600	1413.877563	89.580307	108.085907	1548.485474	106.299156	289.276367	1228.384888	406.238983	300.014679	1181.928833	775.729126	242.701843	1049.242432	78.034180	286.408447	1192.779785	54.463772	230.648895	1299.403931	1260.290405	238.988129	1249.605591	1075.847900
368	3.6700	237.357819	1196.135986	776.894104	240.567093	1198.985718	902.006592	154.116455	1417.133911	467.686890	174.789383	1196.880615	778.482239	167.621201	1449.868774	89.548950	111.251968	1584.236328	111.561089	289.074280	1233.470703	405.527283	299.926300	1195.391479	775.306152	242.230362	1050.255005	78.578209	286.691986	1193.416260	54.148399	229.865982	1312.574707	1260.361450	238.430405	1263.155029	1075.785400
369	3.6800	237.210464	1210.144897	776.395325	240.565186	1213.100586	901.501465	155.774490	1433.143311	467.583405	174.649658	1211.288208	778.045837	169.525253	1484.565552	89.929291	114.410034	1618.499634	117.143929	288.825775	1238.630859	404.881592	299.771301	1209.001587	774.744751	241.703751	1051.279785	79.214294	286.959015	1194.033325	53.873421	229.039719	1325.919922	1260.281738	237.816895	1276.877686	1075.589233
370	3.6900	236.996292	1224.307495	775.762939	240.498917	1227.377686	900.862366	157.350067	1448.805176	467.004639	174.445679	1225.848511	777.476563	171.360107	1517.801758	90.591705	117.531693	1651.136841	122.854759	288.549896	1243.876465	404.286438	299.546844	1222.766479	774.049316	241.128601	1052.309570	79.953522	287.201630	1194.624268	53.636292	228.167145	1339.444336	1260.055786	237.146301	1290.776978	1075.264771
371	3.7000	236.712631	1238.625610	775.006165	240.370697	1241.816040	900.098145	158.838333	1464.154663	465.994019	174.174881	1240.560303	776.785522	173.091431	1549.421387	91.400497	120.590187	1682.033203	128.472961	288.266968	1249.220825	403.725433	299.250427	1236.690918	773.226685	240.514938	1053.340576	80.810593	287.409851	1195.185181	53.428719	227.245789	1353.150635	1259.689941	236.417175	1304.855225	1074.819092
372	3.7100	236.357117	1253.099121	774.136169	240.182465	1256.412842	899.219849	160.236069	1479.230957	464.607361	173.834534	1255.420044	775.986755	174.691040	1579.284302	92.220833	123.558243	1711.104858	133.759354	287.997864	1254.682495	403.182220	298.879700	1250.778198	772.285461	239.876526	1054.374146	81.804611	287.572662	1195.716431	53.234962	226.273880	1367.039673	1259.192627	235.628845	1319.112183	1074.261353
373	3.7200	235.927475	1267.724854	773.166260	239.936020	1271.162109	898.240845	161.541046	1494.077881	462.911499	173.422272	1270.421265	775.095459	176.138397	1607.270142	92.926109	126.407089	1738.301758	138.468918	287.762756	1260.286499	402.641205	298.432587	1265.028564	771.237183	239.231110	1055.418457	82.960220	287.678192	1196.223145	53.031673	225.250381	1381.110229	1258.574341	234.781418	1333.545410	1073.603271
374	3.7300	235.421783	1282.497559	772.111877	239.632767	1286.055420	897.176453	162.751190	1508.743164	460.982300	172.935974	1285.554932	774.128723	177.421127	1633.282471	93.405556	129.106888	1763.610107	142.365585	287.580566	1266.067139	402.088623	297.907501	1279.440186	770.094971	238.600372	1056.492432	84.308189	287.715363	1196.717041	52.786911	224.175201	1395.358765	1257.847046	233.875748	1348.150635	1072.857300
375	3.7400	234.838562	1297.408813	770.989746	239.273453	1301.081665	896.043213	163.863937	1523.276123	458.901947	172.373749	1300.809326	773.104980	178.535370	1657.250366	93.570328	131.629471	1787.046143	145.237839	287.468231	1272.069702	401.513245	297.303345	1294.008179	768.874329	238.009567	1057.627319	85.885796	287.674530	1197.216064	52.461617	223.049179	1409.780029	1257.024536	232.913300	1362.921143	1072.038452
376	3.7500	234.176773	1312.447876	769.818481	238.858566	1316.227051	894.859924	164.875626	1537.727539	456.755524	171.734207	1316.170532	772.043945	179.484634	1679.130859	93.358818	133.951904	1808.650757	146.912643	287.440277	1278.352661	400.906982	296.619354	1308.725342	767.592896	237.486801	1058.869385	87.736702	287.548492	1197.744507	52.011040	221.874222	1424.366211	1256.122314	231.896530	1377.847412	1071.162598
377	3.7600	233.436035	1327.601563	768.617615	238.388092	1331.475708	893.645630	165.781219	1552.146729	454.627380	171.016357	1331.621826	770.965454	180.279419	1698.907593	92.738937	136.061340	1828.476807	147.266342	287.508942	1284.987183	400.265076	295.855621	1323.581299	766.270020	237.062164	1060.281860	89.910042	287.332947	1198.331421	51.387600	220.653351	1439.107300	1255.156250	230.828552	1392.917847	1070.246338
378	3.7700	232.616394	1342.854004	767.407715	237.861603	1346.809082	892.421204	166.574371	1566.578613	452.596527	170.219986	1347.144775	769.889954	180.935501	1716.591431	91.709145	137.957886	1846.579102	146.232361	287.684387	1292.059326	399.585876	295.012878	1338.563110	764.925537	236.766342	1061.946411	92.458809	287.026550	1199.008057	50.544434	219.390640	1453.991333	1254.144043	229.713348	1408.118164	1069.307617
379	3.7800	231.718765	1358.187012	766.210022	237.277847	1362.207275	891.207825	167.247665	1581.061646	450.733459	169.345383	1362.718506	768.838379	181.472534	1732.218872	90.296806	139.656631	1863.004517	143.805786	287.974731	1299.665649	398.870667	294.092255	1353.655518	763.581665	236.629562	1063.961792	95.438095	286.630096	1199.803467	49.440426	218.091187	1469.004395	1253.103394	228.555557	1423.431885	1068.364380
380	3.7900	230.744659	1373.580688	765.046021	236.635727	1377.648193	890.027222	167.793182	1595.625122	449.096283	168.393585	1378.321045	767.830688	181.912201	1745.851685	88.555092	141.186829	1877.786499	140.045883	288.386566	1307.912964	398.122955	293.095795	1368.840332	762.261292	236.679550	1066.443970	98.901161	286.146179	1200.740723	48.046471	216.761078	1484.130127	1252.052979	227.360596	1438.839600	1067.434570
381	3.8000	229.696457	1389.013184	763.937134	235.933472	1393.108887	888.900574	168.203323	1610.285278	447.727875	167.366501	1393.928833	766.887024	182.276566	1757.574829	86.558258	142.588715	1890.944458	135.076859	288.924744	1316.912720	397.348206	292.026428	1384.097656	760.987305	236.940231	1069.521851	102.896996	285.578583	1201.832397	46.354660	215.407288	1499.350830	1251.011597	226.134186	1454.320435	1066.536499
382	3.8100	228.577042	1404.461548	762.904602	235.169479	1408.565552	887.849609	168.471481	1625.046753	446.655121	166.266754	1409.517700	766.026184	182.585876	1767.496216	84.396286	143.907623	1902.490723	129.085373	289.592438	1326.776978	396.553345	290.887360	1399.405518	759.782959	237.429962	1073.335083	107.465111	284.933533	1203.079834	44.389767	214.037537	1514.647339	1249.997681	224.882858	1469.851807	1065.687622
383	3.8200	227.390350	1419.901611	761.968689	234.341888	1423.993530	886.894592	168.592957	1639.897461	445.886993	165.097702	1425.062866	765.265869	182.857742	1775.745483	82.168098	145.186874	1912.441772	122.313446	290.390503	1337.612305	395.747009	289.683014	1414.740356	758.671387	238.160172	1078.027588	112.631996	284.222168	1204.477905	42.223164	212.660080	1529.998779	1249.029907	223.613052	1485.408936	1064.905029
384	3.8300	226.140961	1435.308716	761.148987	233.449005	1439.368652	886.055481	168.565674	1654.810791	445.415833	163.863678	1440.539429	764.622681	183.106125	1782.471558	79.974899	146.459763	1920.832886	115.043945	291.317200	1349.515381	394.939484	288.418274	1430.077881	757.675232	239.134033	1083.742920	118.406197	283.465515	1206.028931	39.986565	211.283600	1545.383423	1248.126343	222.331909	1500.966309	1064.204834
385	3.8400	224.834137	1450.657837	760.463562	232.489395	1454.666504	885.351013	168.390656	1669.744873	445.218719	162.569672	1455.923096	764.111206	183.341644	1787.840698	77.912743	147.743332	1927.731079	107.579384	292.367615	1362.566528	394.143555	287.098541	1445.392700	756.816040	240.346008	1090.617676	124.774353	282.701050	1207.767700	37.879635	209.916992	1560.779053	1247.304199	221.046265	1516.497803	1063.602051
386	3.8500	223.475784	1465.924805	759.928955	231.462036	1469.864014	884.797791	168.072296	1684.643188	445.259552	161.221359	1471.190063	763.744507	183.572601	1792.031250	76.065514	149.035019	1933.242188	100.216217	293.532898	1376.826782	393.375000	285.730072	1460.659546	756.113525	241.781357	1098.776855	131.697372	281.988983	1209.795288	36.161781	208.569122	1576.163086	1246.579712	219.762894	1531.977051	1063.110352
387	3.8600	222.072479	1481.085449	759.559937	230.366302	1484.938843	884.411499	167.618210	1699.437866	445.492645	159.825241	1486.317993	763.533508	183.805984	1795.228271	74.498756	150.313065	1937.511108	93.219772	294.800354	1392.332886	392.653290	284.319672	1475.853027	755.586426	243.416931	1108.329590	139.106979	281.414856	1212.311035	35.122330	207.248657	1591.512573	1245.968506	218.488510	1547.377808	1062.742432
388	3.8700	220.631119	1496.117432	759.369202	229.202255	1499.870605	884.205078	167.038727	1714.050903	445.865448	158.387939	1501.286011	763.487305	184.048401	1797.616455	73.255165	151.540833	1940.712036	86.804558	296.152954	1409.095459	392.002350	282.874298	1490.948853	755.250977	245.222031	1119.363647	146.904434	281.084839	1215.626709	35.029194	205.963791	1606.805298	1245.484619	217.229111	1562.674438	1062.509521
389	3.8800	219.159119	1510.999512	759.367004	227.970459	1514.640625	884.189453	166.346115	1728.398438	446.322662	156.916885	1516.075317	763.612793	184.306335	1799.371826	72.352348	152.673782	1943.034912	81.123077	297.569611	1427.097900	391.450653	281.401337	1505.923584	755.121338	247.160187	1131.946045	154.958603	281.113983	1220.153320	36.066177	204.722183	1622.019897	1245.140503	215.990616	1577.843506	1062.420654
390	3.8900	217.664124	1525.712280	759.561462	226.672394	1529.232300	884.373413	165.553589	1742.394897	446.809418	155.419678	1530.669189	763.914063	184.585403	1800.653442	71.783478	153.666733	1944.669434	76.263588	299.025482	1446.295532	391.031311	279.908569	1520.755493	755.208801	249.191101	1146.119629	163.108017	281.608459	1226.353516	38.286362	203.530609	1637.135986	1244.947021	214.777908	1592.861938	1062.483887
391	3.9000	216.153854	1540.239136	759.957886	225.310196	1543.631836	884.762634	164.674179	1755.955322	447.274109	153.904175	1545.053589	764.394043	184.889053	1801.599243	71.520615	154.479965	1945.791382	72.254593	300.492676	1466.618042	390.781342	278.403595	1535.424805	755.521729	251.272827	1161.905029	171.162369	282.650055	1234.680664	41.594021	202.394958	1652.134766	1244.913574	213.595352	1607.710083	1062.705322
392	3.9100	214.636139	1554.565552	760.559204	223.886963	1557.827759	885.360352	163.720032	1769.001343	447.671570	152.378174	1559.217041	765.052490	185.217285	1802.322021	71.519760	155.083755	1946.553223	69.074249	301.940857	1487.969849	390.740936	276.894165	1549.913940	756.065918	253.363724	1179.300903	178.909042	284.285828	1245.522827	45.765213	201.319992	1666.999023	1245.047119	212.446640	1622.369995	1063.089233
393	3.9200	213.118561	1568.679565	761.365417	222.406403	1571.811523	886.167114	162.701523	1781.463745	447.964233	150.849411	1573.150879	765.887268	185.565903	1802.909790	71.726982	155.460434	1947.078613	66.661469	303.338409	1510.234375	390.951508	275.387726	1564.208130	756.843506	255.424316	1198.287231	186.119904	286.526398	1259.168457	50.492012	200.309387	1681.713867	1245.352905	211.334427	1636.827393	1063.638062
394	3.9300	211.608566	1582.572266	762.373901	220.873016	1585.577637	887.180420	161.627213	1793.285767	448.124329	149.325699	1586.849487	766.894165	185.926453	1803.426758	72.084343	155.605133	1947.461670	64.927605	304.653473	1533.277954	391.453644	273.891449	1578.294922	757.853638	257.418549	1218.827637	192.561447	289.349548	1275.798828	55.435608	199.365494	1696.266479	1245.833618	210.260574	1651.070557	1064.352173
395	3.9400	210.113083	1596.237671	763.579346	219.292007	1599.123413	888.395020	160.503784	1804.424927	448.133911	147.814102	1600.309814	768.066711	186.286911	1803.916504	72.535110	155.525253	1947.768799	63.767494	305.855011	1556.954346	392.285065	272.412079	1592.165405	759.092163	259.315125	1240.873657	198.006699	292.705566	1295.496704	60.274391	198.489532	1710.646606	1246.489868	209.226288	1665.091309	1065.230225
396	3.9500	208.638611	1609.672974	764.973694	217.669464	1612.449097	889.802734	159.336533	1814.855469	447.985382	146.321472	1613.532471	769.396362	186.633209	1804.406494	73.027824	155.238190	1948.044312	63.068623	306.913818	1581.108521	393.477844	270.955750	1605.813599	760.551270	261.088165	1264.369507	202.247543	296.521729	1318.264038	64.738876	197.681412	1724.846680	1247.320068	208.231613	1678.884888	1066.269165
397	3.9600	207.191010	1622.878174	766.546448	216.011810	1625.557739	891.392578	158.129822	1824.567017	447.680328	144.853973	1626.520142	770.872559	186.950653	1804.910889	73.518936	154.769775	1948.313843	62.719570	307.803680	1605.583984	395.056335	269.528046	1619.236328	762.220215	262.718018	1289.256226	205.107605	300.704224	1344.036499	68.634331	196.939941	1738.861450	1248.319580	207.276276	1692.450195	1067.462769
398	3.9700	205.775558	1635.856323	768.284424	214.326035	1638.455444	893.151123	156.887833	1833.565552	447.228821	143.417343	1639.278564	772.483337	187.225616	1805.434814	73.974365	154.150772	1948.591064	62.615932	308.501923	1630.226807	397.035126	268.133789	1632.434082	764.085571	264.191132	1315.476440	206.452835	305.138031	1372.692993	71.848213	196.262787	1752.688599	1249.481934	206.359055	1705.788818	1068.803955
399	3.9800	204.396591	1648.613281	770.172302	212.619720	1651.150269	895.062134	155.615158	1841.871582	446.647705	142.016403	1651.816162	774.214478	187.446945	1805.977295	74.369881	153.414185	1948.880737	62.665150	308.990173	1654.890137	399.417877	266.776825	1645.410278	766.130005	265.500092	1342.977539	206.201416	309.685547	1404.059937	74.347786	195.646683	1766.328125	1250.797485	205.478378	1718.906494	1070.282593
400	3.9900	203.057877	1661.157471	772.192444	210.900528	1663.653076	897.107727	154.317230	1849.517822	445.958618	140.655273	1664.143555	776.050842	187.606888	1806.532837	74.690750	152.592514	1949.182739	62.789402	309.254578	1679.439819	402.196564	265.460449	1658.171509	768.334167	266.642822	1371.713867	204.329239	314.187958	1437.911865	76.165001	195.087494	1779.782959	1252.255127	204.632324	1731.810791	1071.887329
401	4.0000	201.762253	1673.500244	774.325439	209.176575	1675.976929	899.267212	153.000824	1856.548706	445.186096	139.337280	1676.273560	777.974976	187.701706	1807.095825	74.930618	151.715240	1949.495117	62.926979	309.286011	1703.756226	405.351685	264.187225	1670.726929	770.675903	267.621368	1401.647095	200.873672	318.469635	1473.975952	77.375610	194.580444	1793.057861	1253.840576	203.818558	1744.512695	1073.604492
402	4.0100	200.511780	1685.654907	776.549988	207.455933	1688.136230	901.518616	151.674118	1863.016724	444.355591	138.064926	1688.220947	779.968933	187.731674	1807.659790	75.090225	150.807846	1949.814209	63.032627	309.079651	1727.737915	408.853027	262.958588	1683.088867	773.130981	268.440277	1432.744141	195.932495	322.349945	1511.942261	78.075768	194.120163	1806.160034	1255.537842	203.034607	1757.025391	1075.418091
403	4.0200	199.307770	1697.636963	778.843506	205.746857	1700.147339	903.838623	150.346695	1868.980103	443.491394	136.839844	1700.002197	782.013977	187.700821	1808.219482	75.175774	149.890900	1950.137329	63.076748	308.634705	1751.302734	412.660919	261.775665	1695.271729	775.672974	269.104797	1464.974609	189.660355	325.659973	1551.481567	78.364113	193.700989	1819.098877	1257.328491	202.277985	1769.364380	1077.310791
404	4.0300	198.150665	1709.463623	781.182251	204.057388	1712.027588	906.202637	149.029526	1874.501465	442.615295	135.662964	1711.635132	784.090088	187.616333	1808.771729	75.197273	148.980255	1950.462158	63.043640	307.953827	1774.387085	416.727966	260.638367	1707.292236	778.274536	269.619293	1498.304932	182.261322	328.262482	1592.266846	78.333832	193.317062	1831.884766	1259.192627	201.546341	1781.546143	1079.263550
405	4.0400	197.040512	1721.153931	783.541565	202.395782	1723.795166	908.585144	147.734589	1879.644775	441.744965	134.534515	1723.138428	786.176636	187.487717	1809.314819	75.167145	148.087585	1950.787476	62.929310	307.042694	1796.946167	421.000763	259.546509	1719.169434	780.906738	269.985504	1532.694214	173.977875	330.069061	1633.993042	78.075195	192.962540	1844.530029	1261.108887	200.837494	1793.588623	1081.255493
406	4.0500	195.976501	1732.727661	785.896423	200.769608	1735.468994	910.960693	146.474640	1884.474731	440.893616	133.453888	1734.532104	788.253052	187.326035	1809.849487	75.098785	147.221008	1951.113281	62.738834	305.909088	1818.952271	425.421814	258.499146	1730.923340	783.539917	270.201904	1568.090454	165.077499	331.049133	1676.389282	77.683197	192.631638	1857.048340	1263.054077	200.149536	1805.511230	1083.265259
407	4.0600	194.957520	1744.205688	788.221619	199.186523	1747.068115	913.303467	145.262833	1889.053711	440.069122	132.420227	1745.835938	790.298584	187.143021	1810.377563	75.005554	146.386047	1951.440430	62.483643	304.562744	1840.392944	429.931458	257.494812	1742.575562	786.144531	270.263458	1604.426270	155.838013	331.227509	1719.223999	77.265488	192.318939	1869.453369	1265.004883	199.480972	1817.332642	1085.270142
408	4.0700	193.981934	1755.609375	790.492188	197.653824	1758.611328	915.588379	144.112335	1893.442261	439.274628	131.431915	1757.070313	792.293152	186.950439	1810.902466	74.899940	145.586334	1951.770508	62.178871	303.014832	1861.268799	434.469421	256.531952	1754.148438	788.691284	270.162445	1641.618774	146.532928	330.673431	1762.302734	76.944214	192.019363	1881.760132	1266.936768	198.830688	1829.072266	1087.246826
409	4.0800	193.047913	1766.960205	792.683838	196.178207	1770.117432	917.790894	143.035858	1897.697510	438.508392	130.487122	1768.255493	794.216431	186.759384	1811.428101	74.792892	144.824051	1952.106079	61.840923	301.277863	1881.591064	438.976318	255.608749	1765.664795	791.151123	269.889954	1679.570190	137.418106	329.484924	1805.463379	76.852890	191.728348	1893.983643	1268.825195	198.198166	1840.749634	1089.171753
