r_alfa_a r_moment_A r_power_A r_alfa_K r_moment_K r_power_K r_alfa_H r_moment_H r_power_H
-7.54885018881608 1.41193073267878 -0.339110362537316 8.77198110355089 -0.289257763227647 1.47084572216439 -4.91084183142476 -10.7560928457038 -14.0709637652713
-3.09388226204563 1.41733590878753 -0.384259254597462 14.7935676282318 -0.310400320666855 1.53243415233201 -4.07222747415059 -12.127376890904 -15.3710031771018
0.614740262878599 1.38650939488805 -0.367378331286275 20.5888805904389 -0.593748654228055 2.8090675088349 -4.02420282810512 -14.1228592708253 -17.3318710351873
3.42908640340658 1.31964427771712 -0.304409582858422 25.9239500408905 -1.14655022082523 5.12718030002409 -4.91173294081271 -16.6579411537388 -19.6247834553705
5.50815659061322 1.2213439571759 -0.214460571140064 30.8023458651894 -1.91026505340792 7.95397850031397 -6.54780450440318 -19.4878862001521 -21.6827237238866
7.13448587138878 1.09900733742108 -0.114570481501134 35.3820695385747 -2.78626219265644 10.6156258987494 -8.62618650129598 -22.2922141249318 -22.879923179115
8.41901656200114 0.960355917189308 -0.0192636775971618 39.9359730013835 -3.6421025754004 12.4218585024086 -10.7779575609573 -24.706392834857 -22.6949044501767
9.13521173360403 0.811754649837089 0.0578726055009606 44.5823772819543 -4.3674311104569 12.9485799927968 -12.6597385830907 -26.4847007655931 -20.9755363060171
8.62330108197557 0.656490593062556 0.103414490848311 49.2110264362711 -4.89326724137274 12.0995543544511 -14.0365563086603 -27.5186124512217 -17.9317152944443
6.10285641038655 0.496418100298815 0.108494557736378 53.4589171213383 -5.19768007059672 10.0736507619953 -14.9019052161614 -27.8549405669876 -13.9999570327358
0.972043085436525 0.333727948649861 0.0761818239217349 56.8248548664945 -5.29035745220203 7.24703133288244 -15.2535706715262 -27.6146599379331 -9.66696976799592
-6.9221549943034 0.173611523310745 0.0276135515196562 58.7933153448167 -5.19436779451464 4.0615982244402 -15.2101711059899 -26.9715376802268 -5.33941712285009
-17.0558173868387 0.025683803573934 -0.000295479183415625 58.9960379155291 -4.93970576429531 0.9482413139003 -14.8439473834677 -26.0941885110687 -1.29232519030301
-28.1686935031295 -0.0943926466084956 0.0276751150201296 57.2463474840322 -4.55753752380112 -1.734144660224 -14.2132880232143 -25.1365507814444 2.32783256542473
-38.3146957434771 -0.166136831315356 0.112364716549269 53.6036889415413 -4.07739431143503 -3.73708375956285 -13.3162450528268 -24.2320820644911 5.47087542801766
-44.7349368625077 -0.16297718450721 0.183135466712464 48.3054301170377 -3.53432193774254 -4.94660711468111 -12.2111455526891 -23.503754048056 8.17651848118982
-44.53327008205 -0.0597992718698545 0.0938262808573643 41.756470213166 -2.95097387136252 -5.36238061658073 -10.9501980464333 -23.0296028251675 10.5333572163348
