trunkAngleL pelvisAngleL leftHipAngleL leftThighAngleL leftShankAngleL leftKneeAngleL leftFootAngleL leftAnkleAngleL
1.5305276652638 3.82921764573593 10.0198853306787 -6.19066768494276 13.82848900738 20.0191566923227 -7.43435045517622 11.3941385522037
1.89417860394304 3.89795424744595 8.85621899161776 -4.95826474417181 16.3089860737404 21.2672508179122 -7.41010152599191 13.8988845477485
2.24262839737325 4.03526308674025 7.52439547432998 -3.48913238758972 18.5310750990895 22.0202074866792 -7.7012263440601 15.8298487550294
2.55671257081695 4.20727465410132 5.95266968380949 -1.74539502970817 20.4673760571576 22.2127710868658 -8.37883324540584 17.0885428117518
2.81747566421005 4.38748899861808 4.1047590272172 0.282729971400878 22.1118456883893 21.8291157169884 -9.50799391697377 17.6038517714155
3.00820351100957 4.56083050357499 1.98807970539903 2.57275079817596 23.4767483459653 20.9039975477894 -11.1483569952241 17.3283913507412
3.11533326950805 4.72463979572374 -0.34868683531587 5.07332663103961 24.5873005650064 19.5139739339668 -13.3510299096618 16.2362706553446
3.13006946330109 4.88723256546209 -2.82500344720539 7.71223601266748 25.4766326071115 17.764396594444 -16.1533422384037 14.3232903687078
3.04906530130751 5.0641643558148 -5.34085969296762 10.4050240487824 26.1829509124614 15.7779268636789 -19.5716664716799 11.6112844407815
2.87468869160292 5.27356337750264 -7.78790631086501 13.0614696883677 26.7495038504043 13.6880341620367 -23.5921616070344 8.1573422433699
2.61473102518222 5.53128881200907 -10.0586205311291 15.5899093431381 27.2261681822738 11.6362588391356 -28.1630332849041 4.06313489736964
2.28125890577992 5.84679866336159 -12.0537966812774 17.900595344639 27.6713901467869 9.77079480214794 -33.1923679557755 -0.520977808988562
1.88929562019722 6.21963007016301 -13.6910608535943 19.9106909237573 28.1521056156735 8.24141469191614 -38.551093834943 -5.3989882192695
1.45503659615398 6.63765208971793 -14.912963731362 21.5506158210799 28.7411864387024 7.19057061762251 -44.0787506546618 -10.3375642159594
0.994584887774839 7.07734135215059 -15.6936394392239 22.7709807913745 29.5114395656527 6.74045877427817 -49.5894929413721 -15.0780533757194
0.522512357024736 7.50599836051596 -16.0423971320557 23.5483954925717 30.5262510163112 6.97785552373956 -54.877901049196 -19.3516500328848
0.0511191470029671 7.88595897848047 -16.0025265382539 23.8884855167344 31.8280649289436 7.9395794122092 -59.7298446716468 -22.9017797427032
-0.409999322297524 8.17943466483309 -15.6459204288186 23.8253550936517 33.4278680541751 9.60251296052342 -63.9393209495737 -25.5114528953986
-0.853612564687306 8.35428093477418 -15.0625866536018 23.4168675883759 35.2989685535041 11.8821009651282 -67.3305472476909 -27.0315786941868
-1.27434526610022 8.38813927434775 -14.3474365110396 22.7355757853874 37.3774685369982 14.6418927516108 -69.7827171762976 -27.4052486392994
-1.66722220862903 8.27143911164983 -13.585601913786 21.8570410254358 39.5693847039791 17.7123436785434 -71.2514091636002 -26.6820244596211
-2.02660278891743 8.00877671957294 -12.8391288624344 20.8479055820073 41.7638155858224 20.9159100038151 -71.7774038695773 -25.0135882837548
-2.34518585907224 7.61793285472811 -12.1380977869073 19.7560306416354 43.8502210837118 24.0941904420765 -71.4756555049504 -22.6254344212386
-2.61343092327498 7.12806173016146 -11.477626082878 18.6056878130395 45.7355749696751 27.1298871566357 -70.5082904481236 -19.7727154784484
-2.82009912653119 6.57654253531711 -10.8211477346828 17.3976902699999 47.357162181206 29.9594719112062 -69.0504982336185 -16.6933360524124
-2.95351369124243 6.00545234590315 -10.1088983186165 16.1143506645197 48.686172740615 32.5718220760954 -67.2604243598826 -13.5742516192675
-3.00318995540423 5.45771765419193 -9.2693319970449 14.7270496512368 49.7224405941413 34.9953909429045 -65.2577418348791 -10.5353012407378
-2.96174074683476 4.97317528860096 -8.23112467060755 13.2042999592085 50.4837757371831 37.2794757779746 -63.1114250156507 -7.62764927846762
-2.8265261717164 4.58473217021647 -6.93427744291591 11.5190096131324 50.9941656891187 39.4751560759863 -60.8381588773492 -4.84399318823046
