Field	Time	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	LKJC:X	LKJC:Y	LKJC:Z	LHJC:X	LHJC:Y	LHJC:Z	LAJC:X	LAJC:Y	LAJC:Z	RKJC:X	RKJC:Y	RKJC:Z	RHJC:X	RHJC:Y	RHJC:Z	RAJC:X	RAJC:Y	RAJC:Z	LTOO:X	LTOO:Y	LTOO:Z	RTOO:X	RTOO:Y	RTOO:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z
140	1.3900	164.954239	-2269.645996	811.031128	155.524277	-2260.219727	935.505066	70.136353	-2408.103516	446.195099	102.683762	-2265.753906	806.018799	66.459442	-2680.853760	162.314621	228.737839	-2143.843506	461.931976	227.224701	-2273.538330	816.043457	213.722351	-2109.684814	67.551804	44.267838	-2604.218506	37.362152	245.258026	-1959.956177	62.093491	179.681320	-2236.252441	1329.211182	176.345535	-2237.357178	1133.868896
141	1.4000	167.290466	-2254.119141	812.486267	157.543915	-2244.706299	936.936890	70.030510	-2383.107178	444.282684	105.039795	-2250.127441	807.309082	67.697525	-2664.253662	171.403610	230.142349	-2132.824219	462.539063	229.541138	-2258.111084	817.663452	213.527496	-2109.435303	67.626717	44.824493	-2596.922852	41.319088	244.661118	-1959.707764	60.194881	181.510239	-2221.270996	1331.038940	178.035004	-2222.005127	1135.761475
142	1.4100	169.532501	-2238.894531	814.162476	159.587143	-2229.423584	938.592712	69.923386	-2357.375000	442.598480	107.297073	-2234.809082	808.877197	69.364403	-2645.768066	180.284241	231.523758	-2122.727783	463.135345	231.767990	-2242.979980	819.447571	213.375397	-2109.136719	67.844139	45.322903	-2586.626709	46.482567	244.307632	-1959.441772	59.042725	183.218124	-2206.344238	1333.126343	179.616043	-2206.750732	1137.918579
143	1.4200	171.654739	-2223.980957	816.042114	161.644730	-2214.375488	940.457153	69.843163	-2331.072266	441.249054	109.428482	-2219.810547	810.713623	71.449036	-2625.441162	188.682343	232.865753	-2113.585693	463.695953	233.880966	-2228.150635	821.370667	213.272263	-2108.756348	68.129784	45.690098	-2572.885742	52.472900	244.209213	-1959.117310	58.431675	184.798462	-2191.479492	1335.448486	181.082733	-2191.604492	1140.312988
144	1.4300	173.637299	-2209.376221	818.106995	163.709396	-2199.558594	942.511841	69.819138	-2304.382080	440.335114	111.413605	-2205.133057	812.806458	73.922195	-2603.339844	196.295578	234.152710	-2105.405029	464.205414	235.860901	-2213.619385	823.407593	213.227234	-2108.283691	68.427933	45.866196	-2555.431641	58.832027	244.356064	-1958.721436	58.179630	186.247787	-2176.683350	1337.978638	182.433258	-2176.573242	1142.915649
145	1.4400	175.466858	-2195.073486	820.337463	165.775452	-2184.966553	944.737854	69.879730	-2277.501465	439.940979	113.238686	-2190.768799	815.140015	76.735466	-2579.545166	202.811172	235.368027	-2098.167236	464.658661	237.695053	-2199.377930	825.535034	213.246597	-2107.727539	68.703987	45.814312	-2534.170166	65.102936	244.718628	-1958.259277	58.137978	187.565323	-2161.960693	1340.686157	183.668396	-2161.661621	1145.694580
146	1.4500	177.137024	-2181.055908	822.711975	167.838943	-2170.585693	947.112488	70.050598	-2250.626221	440.123657	114.897690	-2176.701172	817.693481	79.821861	-2554.143311	207.928421	236.493637	-2091.832031	465.060120	239.376282	-2185.410889	827.730530	213.329132	-2107.105713	68.943741	45.527344	-2509.165283	70.890289	245.252289	-1957.746216	58.194538	188.753220	-2147.313721	1343.538452	184.791992	-2146.867432	1148.614624
147	1.4600	178.647522	-2167.302979	825.206177	169.897232	-2156.400879	949.609192	70.352707	-2223.941162	440.905396	116.391113	-2162.906982	820.441650	83.098495	-2527.219727	211.385788	237.510300	-2086.339600	465.423248	240.903976	-2171.699219	829.970276	213.463715	-2106.443604	69.150047	45.030609	-2480.613525	75.896774	245.903076	-1957.204712	58.271812	189.816040	-2132.743896	1346.498657	185.810547	-2132.188477	1151.637695
148	1.4700	180.003708	-2153.789795	827.792053	171.948196	-2142.395020	952.197876	70.800774	-2197.606689	442.271210	117.725723	-2149.358643	823.353394	86.471611	-2498.857178	212.988907	238.398804	-2081.615723	465.769043	242.281754	-2158.220947	832.230591	213.629288	-2105.764160	69.337929	44.381020	-2448.819092	79.935677	246.615860	-1956.655396	58.321236	190.760696	-2118.250000	1349.528198	186.732864	-2117.617676	1154.723877
149	1.4800	181.214767	-2140.487793	830.437683	173.989014	-2128.549072	954.843628	71.402771	-2171.747803	444.170532	118.912270	-2136.025879	826.390747	89.843643	-2469.130859	212.628326	239.141525	-2077.570068	466.123840	243.517288	-2144.949707	834.484375	213.797974	-2105.086670	69.529213	43.659912	-2414.166748	82.918694	247.340302	-1956.116333	58.317348	191.595886	-2103.829834	1352.585083	187.569870	-2103.147705	1157.830078
150	1.4900	182.292145	-2127.367188	833.106689	176.015015	-2114.844971	957.506653	72.159706	-2146.451904	446.524475	119.964203	-2122.875732	829.509583	93.121590	-2438.107910	210.291245	239.724777	-2074.106689	466.515900	244.620041	-2131.858398	836.703735	213.939041	-2104.419922	69.747513	42.962559	-2377.088135	84.835266	248.036453	-1955.597656	58.251278	192.331619	-2089.480225	1355.625244	188.332397	-2088.770264	1160.911621
151	1.5000	183.248322	-2114.396973	835.758789	178.019470	-2101.264648	960.144226	73.066940	-2121.767822	449.233582	120.895844	-2109.875244	832.660034	96.225029	-2405.848389	206.059036	240.139648	-2071.120361	466.972809	245.600830	-2118.919189	838.857422	214.023758	-2103.762939	70.013954	42.382366	-2338.024902	85.728256	248.677734	-1955.099854	58.125362	192.978821	-2075.195557	1358.603271	189.032639	-2074.475830	1163.922485
152	1.5100	184.095459	-2101.546631	838.350220	179.992264	-2087.791992	962.710571	74.115631	-2097.711426	452.187256	121.721024	-2096.991211	835.788452	99.092949	-2372.404785	200.098312	240.383820	-2068.501465	467.518188	246.469955	-2106.102051	840.912109	214.029266	-2103.103760	70.344566	41.997288	-2297.394531	85.677597	249.252106	-1954.616211	57.949139	193.548615	-2060.971191	1361.472046	189.681305	-2060.256348	1166.815918
153	1.5200	184.843994	-2088.784912	840.834961	181.919769	-2074.410400	965.158630	75.294861	-2074.274414	455.271851	122.451736	-2084.191406	838.836426	101.687431	-2337.826172	192.642990	240.461609	-2066.138672	468.168396	247.236298	-2093.378662	842.833496	213.941849	-2102.426025	70.749008	41.861126	-2255.560059	84.792686	249.760864	-1954.133911	57.735031	194.052048	-2046.800903	1364.184692	190.288345	-2046.103394	1169.545288
154	1.5300	185.502502	-2076.083252	843.165833	183.785919	-2061.106689	967.441040	76.593582	-2051.432373	458.377502	123.097656	-2071.445068	841.745056	103.994316	-2302.161377	183.973923	240.383743	-2063.919434	468.930939	247.907257	-2080.720703	844.586548	213.758759	-2101.709473	71.230659	42.001755	-2212.819336	83.209427	250.215439	-1953.637817	57.494476	194.499222	-2032.678101	1366.695313	190.861832	-2032.009644	1172.065430
155	1.5400	186.077438	-2063.412842	845.296082	185.572098	-2047.865967	969.511902	78.002472	-2029.153564	461.403381	123.665993	-2058.723633	844.455322	106.020157	-2265.462402	174.396301	240.166702	-2061.734375	469.802582	248.488937	-2068.102295	846.137085	213.488815	-2100.934814	71.787621	42.424526	-2169.401123	81.088257	250.634216	-1953.112427	57.234844	194.899292	-2018.598022	1368.959229	191.407410	-2017.970459	1174.332764
156	1.5500	186.573578	-2050.749268	847.181335	187.258453	-2034.676392	971.329346	79.515305	-2007.401001	464.260864	124.161606	-2046.000122	846.910767	107.786102	-2227.780273	164.217896	239.831253	-2059.480469	470.770111	248.985626	-2055.498779	847.451843	213.151047	-2100.088135	72.414085	43.115398	-2125.472656	78.605957	251.037949	-1952.546387	56.958576	195.259781	-2004.554077	1370.934692	191.928833	-2003.980225	1176.306519
157	1.5600	186.994598	-2038.068970	848.780823	188.825928	-2021.525513	972.855408	81.129723	-1986.137573	466.875641	124.588013	-2033.250244	849.059387	109.320831	-2189.167725	153.735474	239.401077	-2057.063477	471.811218	249.401230	-2042.887939	848.502197	212.771973	-2099.164551	73.101631	44.048805	-2081.149170	75.953011	251.446518	-1951.933228	56.663242	195.586533	-1990.541504	1372.584595	192.426636	-1990.036255	1177.950684
158	1.5700	187.343567	-2025.352661	850.058655	190.256699	-2008.402222	974.057495	82.847343	-1965.328491	469.187622	124.947655	-2020.453491	850.854858	110.653755	-2149.674561	143.225159	238.901581	-2054.404541	472.896484	249.739471	-2030.252563	849.262451	212.382050	-2098.162842	73.840042	45.189041	-2036.507813	73.323502	251.875961	-1951.271729	56.342915	195.883392	-1976.555908	1373.875854	192.899567	-1976.136353	1179.233643
159	1.5800	187.623489	-2012.583740	850.985413	191.535812	-1995.294922	974.910095	84.673813	-1944.937500	471.151154	125.242867	-2007.590942	852.258179	111.810532	-2109.350586	132.938705	238.358704	-2051.437744	473.991913	250.004105	-2017.576660	849.712585	212.011734	-2097.090088	74.618080	46.492615	-1991.601807	70.911674	252.336380	-1950.564087	55.989738	196.152313	-1962.593506	1374.781860	193.343750	-1962.279297	1180.129395
160	1.5900	187.837906	-1999.748535	851.538330	192.652328	-1982.192139	975.393677	86.617058	-1924.930908	472.733856	125.476334	-1994.647217	853.239258	112.811928	-2068.248291	123.105125	237.797958	-2048.114746	475.061432	250.199478	-2004.849976	849.837341	211.687714	-2095.955566	75.424156	47.907818	-1946.475098	68.908157	252.830414	-1949.815308	55.595310	196.393127	-1948.650757	1375.282471	193.753738	-1948.463989	1180.618774
161	1.6000	187.991638	-1986.836060	851.702576	193.599976	-1969.082031	975.496155	88.685814	-1905.273438	473.915649	125.651772	-1981.608643	853.777100	113.674774	-2026.431763	113.932213	237.243515	-2044.401855	476.069550	250.331467	-1992.063477	849.628174	211.429565	-2094.774658	76.247452	49.375931	-1901.178833	67.500099	253.351837	-1949.033691	55.152157	196.603973	-1934.723877	1375.365112	194.122284	-1934.688354	1180.689453
162	1.6100	188.090698	-1973.837402	851.470886	194.377548	-1955.951538	975.213013	90.886353	-1885.928589	474.687592	125.774605	-1968.463501	853.860046	114.413956	-1983.983643	105.607864	236.717606	-2040.278687	476.983002	250.406830	-1979.211060	849.081543	211.248306	-2093.563721	77.078568	50.831955	-1855.783813	66.868645	253.885986	-1948.229492	54.652943	196.781113	-1920.809204	1375.025391	194.441467	-1920.950317	1180.337769
163	1.6200	188.142532	-1960.744873	850.844055	194.988953	-1942.786743	974.546021	93.219261	-1866.858887	475.051056	125.851486	-1955.201782	853.486816	115.044518	-1941.016235	98.298874	236.239883	-2035.736328	477.772797	250.433609	-1966.287842	848.201355	211.145752	-2092.339355	77.910378	52.210934	-1810.392334	67.187035	254.411514	-1947.412964	54.090530	196.919464	-1906.902344	1374.266113	194.702515	-1907.245483	1179.566284
164	1.6300	188.155869	-1947.551636	849.830627	195.443466	-1929.572266	973.504272	95.675674	-1848.024780	475.015808	125.890854	-1941.814209	852.665466	115.582375	-1897.678467	92.146484	235.826782	-2030.771484	478.414673	250.420883	-1953.289063	846.995728	211.115692	-2091.118652	78.738647	53.455418	-1765.145508	68.612457	254.902267	-1946.596436	53.459774	197.012741	-1892.997192	1373.099487	194.896820	-1893.567139	1178.386963
165	1.6400	188.139954	-1934.251465	848.446472	195.754211	-1916.291626	972.103210	98.234573	-1829.388062	474.599426	125.901939	-1928.292114	851.413208	116.044395	-1854.160156	87.259865	235.491699	-2025.386841	478.890381	250.377975	-1940.210938	845.479614	211.146133	-2089.917969	79.562614	54.525013	-1720.226074	71.272766	255.331360	-1945.792358	52.758465	197.053726	-1879.086182	1371.544922	195.015839	-1879.905396	1176.818604
166	1.6500	188.104202	-1920.837158	846.714600	195.937805	-1902.927124	970.364929	100.861275	-1810.914795	473.825256	125.894341	-1914.626709	849.756348	116.447937	-1810.694214	83.707718	235.244934	-2019.584229	479.187317	250.314011	-1927.047729	843.672974	211.223587	-2088.750000	80.385376	55.404922	-1675.858154	75.248367	255.674927	-1945.011841	51.988323	197.034683	-1865.159790	1369.630493	195.051834	-1866.247070	1174.888672
167	1.6600	188.057404	-1907.300293	844.664673	196.013412	-1889.460083	968.317261	103.508934	-1792.577515	472.721558	125.877419	-1900.808594	847.728760	116.810921	-1767.553223	81.509056	235.094116	-2013.364746	479.299194	250.237411	-1913.791870	841.600647	211.336639	-2087.623779	81.214920	56.112164	-1632.300415	80.552490	255.915558	-1944.263794	51.156372	196.947617	-1851.205444	1367.389771	194.997955	-1852.574585	1172.630005
168	1.6700	188.007065	-1893.630493	842.332336	196.001389	-1875.870972	965.994141	106.122627	-1774.358521	471.320221	125.859299	-1886.826660	845.372986	117.152916	-1725.046509	80.624718	235.044876	-2006.727417	479.225555	250.154846	-1900.434204	839.291809	211.479355	-2086.545410	82.065140	56.698784	-1589.836304	87.114388	256.044220	-1943.555054	50.275154	196.784561	-1837.208618	1364.864746	194.848679	-1838.867554	1170.083130
169	1.6800	187.958710	-1879.814209	839.758911	195.922363	-1862.139282	963.434814	108.645958	-1756.249023	469.656281	125.846367	-1872.667847	842.737183	117.497375	-1683.510742	80.950653	235.101410	-1999.664917	478.972015	250.071030	-1886.960693	836.780762	211.654388	-2085.512939	82.956322	57.251343	-1548.759155	94.769730	256.061798	-1942.886719	49.360371	196.537811	-1823.151855	1362.100586	194.599564	-1825.100586	1167.292725
170	1.6900	187.915405	-1865.835693	836.990479	195.796021	-1848.245605	960.683655	111.028412	-1738.244995	467.768616	125.842590	-1858.317383	839.875977	117.873245	-1643.295166	82.315765	235.266815	-1992.166138	478.549591	249.988174	-1873.354126	834.104858	211.873154	-2084.519043	83.916115	57.882805	-1509.351074	103.260727	255.977692	-1942.257080	48.431084	196.200333	-1809.015869	1359.148438	194.247696	-1811.246460	1164.308472
171	1.7000	187.877289	-1851.674927	834.077026	195.640289	-1834.168823	957.789551	113.230835	-1720.342285	465.700439	125.848976	-1843.757202	836.848877	118.315804	-1604.743286	84.486206	235.543732	-1984.215698	477.974426	249.905579	-1859.592651	831.305176	212.156143	-2083.549561	84.979073	58.720409	-1471.866455	112.248528	255.809219	-1941.658569	47.505104	195.765884	-1794.780273	1356.061401	193.792038	-1797.275513	1161.182861
172	1.7100	187.841568	-1837.309204	831.071533	195.470825	-1819.889038	954.804626	115.228302	-1702.531128	463.500549	125.863388	-1828.967773	833.718689	118.865036	-1568.176025	87.177559	235.934357	-1975.793213	477.265930	249.819778	-1845.651001	828.424561	212.531067	-2082.580078	86.185265	59.889877	-1436.518433	121.336143	255.578308	-1941.078979	46.596722	195.229263	-1780.424438	1352.894775	193.232727	-1783.156738	1157.970825
173	1.7200	187.802155	-1822.714111	828.028748	195.299911	-1805.387207	951.782959	117.009460	-1684.793823	461.223145	125.880043	-1813.928223	830.550293	119.562096	-1533.877075	90.073357	236.440826	-1966.873779	476.445740	249.724197	-1831.499878	825.507324	213.029831	-2081.577637	87.578163	61.501537	-1403.471313	130.097504	255.308960	-1940.500854	45.712276	194.586548	-1765.928345	1349.704224	192.571304	-1768.859985	1154.728516
174	1.7300	187.749786	-1807.863770	825.003235	195.136475	-1790.645142	948.779297	118.573692	-1667.105713	458.926514	125.890091	-1798.618530	827.408813	120.444199	-1502.081299	92.848701	237.064789	-1957.428711	475.535339	249.609512	-1817.109009	822.597778	213.684830	-2080.497559	89.201691	63.636959	-1372.840332	138.106827	255.023651	-1939.903320	44.847595	193.835373	-1751.274170	1346.545044	191.811310	-1754.357056	1151.511963
175	1.7400	187.672577	-1792.733887	822.048462	194.985626	-1775.647339	945.847168	119.927475	-1649.437744	456.670166	125.881027	-1783.020142	824.358093	121.539139	-1472.966309	95.196449	237.807556	-1947.425903	474.554718	249.464127	-1802.447266	819.739014	214.525146	-2079.284668	91.097084	66.340630	-1344.689209	144.963364	254.741943	-1939.263428	43.984756	192.975143	-1736.446655	1343.470337	190.957748	-1739.621460	1148.375488
176	1.7500	187.555939	-1777.303589	819.215149	194.848053	-1760.381470	943.037720	121.080727	-1631.760620	454.512268	125.837631	-1767.119995	821.458130	122.860115	-1446.646729	96.853287	238.669724	-1936.829956	473.520050	249.274261	-1787.487061	816.972168	215.573578	-2077.870605	93.299286	69.614510	-1319.031494	150.311966	254.478836	-1938.557007	43.089947	192.007187	-1721.433960	1340.530884	190.016525	-1724.631226	1145.371948
177	1.7600	187.383484	-1761.556885	816.549622	194.720596	-1744.838745	940.397217	122.043983	-1614.049194	452.506897	125.742340	-1750.910034	818.764404	124.403053	-1423.172485	97.622597	239.651154	-1925.601563	472.442749	249.024582	-1772.203491	814.335022	216.842972	-2076.175049	95.835587	73.418083	-1295.828979	153.860977	254.244125	-1937.762451	42.113369	190.934952	-1706.228516	1337.773682	188.994949	-1709.369995	1142.550659
178	1.7700	187.137695	-1745.485474	814.092834	194.596680	-1729.016724	937.966553	122.826599	-1596.288330	450.701660	125.576141	-1734.391235	816.324707	126.145554	-1402.526489	97.391830	240.750961	-1913.698364	471.328491	248.699219	-1756.579590	811.860840	218.334732	-2074.103271	98.724297	77.672485	-1274.995972	155.399353	254.041107	-1936.863770	40.989830	189.764313	-1690.827393	1335.241455	187.901672	-1693.826538	1139.956665
179	1.7800	186.800339	-1729.089844	811.879395	194.465775	-1712.918823	935.779724	123.436111	-1578.473877	449.137390	125.318932	-1717.573242	814.180054	128.047775	-1384.625977	96.142380	241.967575	-1901.073120	470.176666	248.281723	-1740.606201	809.578613	220.037064	-2071.552246	101.976082	82.266090	-1256.404541	154.809753	253.866699	-1935.857300	39.644005	188.503387	-1675.232422	1332.971558	186.746536	-1677.997314	1137.630005
180	1.7900	186.354111	-1712.380615	809.937561	194.315521	-1696.556152	933.863892	123.878555	-1560.616943	447.847046	124.951332	-1700.476929	812.362305	130.055725	-1369.325684	93.949333	243.298767	-1887.675049	468.981079	247.756989	-1724.284546	807.512817	221.924316	-2068.410645	105.596924	87.062706	-1239.898071	152.075775	253.711426	-1934.757690	37.999851	187.162781	-1659.450684	1330.996704	185.539856	-1661.886719	1135.605957
181	1.8000	185.782822	-1695.379883	808.288757	194.131348	-1679.948853	932.239258	124.159424	-1542.742554	446.856659	124.454979	-1683.132935	810.894653	132.104965	-1356.424316	90.972000	244.741837	-1873.449829	467.730927	247.110733	-1707.626465	805.682617	223.957779	-2064.560059	109.590874	91.911476	-1225.307251	147.286667	253.561859	-1933.601563	35.994434	185.755493	-1643.494629	1329.342896	184.293472	-1645.507935	1133.912476
182	1.8100	185.072815	-1678.119385	806.948242	193.898102	-1663.124634	930.919312	124.284981	-1524.891357	446.184967	123.814186	-1665.582520	809.792786	134.126312	-1345.677368	87.434242	246.293594	-1858.340820	466.412231	246.331451	-1690.656250	804.103638	226.085770	-2059.881592	113.965294	96.659302	-1212.471436	140.641327	253.404831	-1932.451172	33.603561	184.296585	-1627.380981	1328.030273	183.019424	-1628.882568	1132.571777
183	1.8200	184.213669	-1660.642212	805.925720	193.600571	-1646.120605	929.911865	124.263588	-1507.117432	445.843689	123.016884	-1647.875610	809.063538	136.050995	-1336.812012	83.598145	247.950256	-1842.291626	465.010345	245.410431	-1673.409058	802.787842	228.246078	-2054.257813	118.734192	101.164207	-1201.258423	132.452118	253.234772	-1931.383667	30.868242	182.803192	-1611.131104	1327.073120	181.731125	-1612.041870	1131.598999
184	1.8300	183.199265	-1642.999878	805.226196	193.224701	-1628.980835	929.220032	124.106468	-1489.487915	445.836426	122.055450	-1630.069336	808.707947	137.817322	-1329.549316	79.732513	249.707214	-1825.247314	463.512360	244.343079	-1655.930542	801.744446	230.367737	-2047.574097	123.921288	105.308929	-1191.572998	123.141426	253.062958	-1930.472412	27.926008	181.293961	-1594.769897	1326.479736	180.441315	-1595.024292	1131.003174
185	1.8400	182.028564	-1625.250488	804.851013	192.757950	-1611.754761	928.844116	123.827888	-1472.081299	446.157013	120.928001	-1612.226074	808.720703	139.376190	-1323.624390	76.082291	251.558548	-1807.160034	461.910400	243.129120	-1638.275146	800.981506	232.373520	-2039.722656	129.560623	109.010048	-1183.349487	113.223633	252.924530	-1929.746826	25.033695	179.788528	-1578.325806	1326.252686	179.163956	-1577.876465	1130.786499
186	1.8500	180.705826	-1607.457153	804.798035	192.189667	-1594.495728	928.780640	123.444626	-1454.984985	446.788330	119.638412	-1594.409790	809.090393	140.696518	-1318.805176	72.842697	253.495850	-1787.991699	460.204163	241.773315	-1620.504395	800.505737	234.183517	-2030.607910	135.693375	112.222664	-1176.528564	103.259506	252.881943	-1929.137939	22.569120	178.307022	-1561.828979	1326.389404	177.912308	-1560.650269	1130.945679
187	1.8600	179.241486	-1589.683716	805.062622	191.511993	-1577.256958	929.024414	122.974518	-1438.296631	447.700195	118.196907	-1576.684204	809.802124	141.768356	-1314.902344	70.144264	255.507492	-1767.718628	458.403809	240.286102	-1602.683350	800.323242	235.720261	-2020.141846	142.360016	114.939102	-1171.027588	93.784187	253.019806	-1928.416260	20.992630	176.869232	-1545.311768	1326.882324	176.699051	-1543.401001	1131.471680
188	1.8700	177.651596	-1571.993530	805.637634	190.719055	-1560.089966	929.569397	122.434799	-1422.121704	448.848816	116.620102	-1559.108643	810.835205	142.602982	-1311.763184	68.050804	257.577545	-1746.336182	456.531891	238.683136	-1584.878540	800.439941	236.915253	-2008.247559	149.587463	117.182846	-1166.720581	85.229248	253.431137	-1927.155884	20.768770	175.494003	-1528.806519	1327.719360	175.536163	-1526.185181	1132.350464
189	1.8800	175.957932	-1554.444458	806.513489	189.808014	-1543.040649	930.407288	121.840164	-1406.572998	450.178345	114.930092	-1541.734619	812.165894	143.229019	-1309.262207	66.565781	259.684601	-1723.860474	454.624664	236.985779	-1567.154053	800.861084	237.717194	-1994.855469	157.371368	118.999207	-1163.441528	77.873962	254.198639	-1924.743896	22.257986	174.198471	-1512.344971	1328.884399	174.433853	-1509.057861	1133.563843
190	1.8900	174.187149	-1537.087524	807.677795	188.778534	-1526.147461	931.528320	121.200981	-1391.770142	451.624329	113.154167	-1524.605835	813.765869	143.685318	-1307.291138	65.643219	261.801453	-1700.332275	452.732788	235.220184	-1549.569458	801.589844	238.099655	-1979.900024	165.656021	120.444351	-1161.003540	71.838722	255.378815	-1920.453979	25.618441	172.997437	-1495.957520	1330.357910	173.400604	-1492.069702	1135.089966
191	1.9000	172.369598	-1519.965698	809.115967	187.633011	-1509.440918	932.921448	120.523438	-1377.829468	453.119568	111.323097	-1507.754517	815.604004	144.012299	-1305.756470	65.200691	263.895050	-1675.817871	450.920319	233.416138	-1532.176758	802.627808	238.066269	-1963.319458	174.317078	121.574265	-1159.224854	67.108406	256.993591	-1913.554932	30.761616	171.902664	-1479.671631	1332.116699	172.442169	-1475.264771	1136.903198
192	1.9100	170.538345	-1503.111084	810.810120	186.376617	-1492.941406	934.573059	119.810600	-1364.854614	454.600647	109.470039	-1491.202759	817.646667	144.245117	-1304.576294	65.134224	265.927399	-1650.408936	449.261780	231.606613	-1515.019531	803.973633	237.650879	-1945.057373	183.151810	122.437546	-1157.945679	63.570797	259.030609	-1903.422241	37.369987	170.922623	-1463.512329	1334.135132	171.561630	-1458.679443	1138.975708
193	1.9200	168.727020	-1486.546143	812.740295	185.017059	-1476.660767	936.467651	119.064911	-1352.923096	456.014069	107.628761	-1474.961060	819.858887	144.409897	-1303.677856	65.333267	267.857025	-1624.222168	447.837799	229.825256	-1498.131470	805.621582	236.912354	-1925.069824	191.882065	123.074203	-1157.031738	61.056217	261.447479	-1889.615845	44.967247	170.062027	-1447.500000	1336.384399	170.759003	-1442.340698	1141.276855
194	1.9300	166.968277	-1470.282349	814.883423	183.564529	-1460.601929	938.586182	118.289291	-1342.080933	457.318939	105.831802	-1459.030273	822.205078	144.522659	-1302.993896	65.693115	269.640442	-1597.393066	446.728973	228.104660	-1481.534424	807.561890	235.925888	-1903.331299	200.168320	123.518517	-1156.373901	59.370296	264.177277	-1871.906860	53.004185	169.321884	-1431.651245	1338.833374	170.031540	-1426.265137	1143.773926
195	1.9400	165.291611	-1454.321411	817.214172	182.030518	-1444.760132	940.907104	117.488289	-1332.339844	458.488678	104.108475	-1443.402466	824.650024	144.590652	-1302.462524	66.123917	271.234924	-1570.074463	446.009003	226.474716	-1465.240234	809.778625	234.773254	-1879.841675	207.636795	123.801430	-1155.883301	58.318066	267.133911	-1850.257813	60.938122	168.699585	-1415.977295	1341.448242	169.373978	-1410.460449	1146.432129
196	1.9500	163.722000	-1438.656372	819.704651	180.427948	-1429.125000	943.404358	116.668091	-1323.678955	459.510345	102.483925	-1428.062866	827.158752	144.614502	-1302.031738	66.556137	272.600830	-1542.427490	445.737823	224.960052	-1449.249634	812.250366	233.534958	-1854.628174	213.913757	123.951469	-1155.493286	57.720131	270.218262	-1824.784546	68.288872	168.189133	-1400.484619	1344.192993	168.778931	-1394.924316	1149.214478
197	1.9600	162.278580	-1423.272827	822.323608	178.769867	-1413.681396	946.047424	115.836403	-1316.050537	460.383453	100.977646	-1412.991333	829.697510	144.591660	-1301.660034	66.942726	273.704559	-1514.616333	445.955078	223.579468	-1433.554443	814.949829	232.285477	-1827.744385	218.661865	123.994888	-1155.155029	57.422009	273.324036	-1795.718872	74.671822	167.781631	-1385.174316	1347.029419	168.237350	-1379.645996	1152.082886
198	1.9700	160.974121	-1408.151367	825.037781	177.069138	-1398.412598	948.802368	115.002708	-1309.383301	461.118134	99.603271	-1398.164673	832.232849	144.519852	-1301.317749	67.258484	274.520844	-1486.799927	446.676300	222.344940	-1418.138062	817.842529	231.090546	-1799.265015	221.614059	123.955421	-1154.837402	57.298485	276.344482	-1763.376221	79.814980	167.465897	-1370.043335	1349.917480	167.740143	-1364.608521	1154.997314
199	1.9800	159.814911	-1393.267944	827.809998	175.338272	-1383.299927	951.629272	114.178383	-1303.588989	461.733643	98.368294	-1383.557983	834.731934	144.400436	-1300.983643	67.497162	275.034821	-1459.123901	447.890503	221.261536	-1402.978027	820.888062	230.005875	-1769.276978	222.594910	123.854172	-1154.520386	57.254314	279.180664	-1728.119019	83.559753	167.228836	-1355.083618	1352.815552	167.277679	-1349.788574	1157.916748
200	1.9900	158.801422	-1378.596069	830.600525	173.589493	-1368.326050	954.485046	113.377251	-1298.564209	462.256012	97.274704	-1369.145874	837.161560	144.240692	-1300.643188	67.667229	275.242493	-1431.715210	449.560760	220.328110	-1388.046143	824.039551	229.075531	-1737.867920	221.531235	123.709198	-1154.192139	57.221985	281.750671	-1690.325806	85.855186	167.056351	-1340.283691	1355.679810	166.841354	-1335.158936	1160.797852
201	2.0000	157.929459	-1364.108154	833.366150	171.834564	-1353.474243	957.322205	112.615265	-1294.195068	462.714844	96.320282	-1354.904053	839.487793	144.054779	-1300.281982	67.786850	275.150818	-1404.676880	451.627563	219.538666	-1373.312500	827.244568	228.330597	-1705.121094	218.452240	123.535957	-1153.842285	57.158070	283.995728	-1650.359009	86.750168	166.933960	-1325.628784	1358.467041	166.423477	-1320.690308	1163.598877
202	2.0100	157.191330	-1349.777588	836.061157	170.085800	-1338.731812	960.090515	111.909531	-1290.362793	463.140045	95.499077	-1340.809204	841.676270	143.862717	-1299.886597	67.879059	274.776459	-1378.086182	454.013641	218.883453	-1358.745605	830.446350	227.787781	-1671.110718	213.482147	123.348274	-1153.461548	57.039246	285.881500	-1608.547485	86.384270	166.847260	-1311.101807	1361.133179	166.018311	-1306.351685	1166.276489
203	2.0200	156.577576	-1335.577881	838.638123	168.356094	-1324.087646	962.738098	111.277336	-1286.948242	463.558136	94.803696	-1326.841187	843.692261	143.688278	-1299.441040	67.967499	274.143829	-1351.994629	456.629944	218.351456	-1344.314331	833.584106	227.448975	-1635.905151	206.825653	123.157860	-1153.038574	56.856998	287.394196	-1565.183594	84.973488	166.782700	-1296.684326	1363.635254	165.621735	-1292.113281	1168.788818
