Field	Time	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	LKJC:X	LKJC:Y	LKJC:Z	LHJC:X	LHJC:Y	LHJC:Z	LAJC:X	LAJC:Y	LAJC:Z	RKJC:X	RKJC:Y	RKJC:Z	RHJC:X	RHJC:Y	RHJC:Z	RAJC:X	RAJC:Y	RAJC:Z	LTOO:X	LTOO:Y	LTOO:Z	RTOO:X	RTOO:Y	RTOO:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z
264	2.6300	174.520020	-408.154938	848.058350	180.369064	-393.274231	972.219116	71.972687	-330.146912	472.169312	111.995888	-408.073853	850.994019	91.232224	-477.542694	122.500618	217.576508	-436.096741	467.961670	237.044098	-408.235992	845.122681	189.004578	-493.292908	71.482567	27.178467	-354.581085	70.001640	205.854218	-341.960266	55.437508	175.087860	-371.424225	1372.244507	178.115158	-365.697174	1178.015869
265	2.6400	174.039520	-394.564301	848.063660	180.909897	-379.539520	972.154785	72.967415	-309.420563	473.418640	111.541527	-393.869843	851.439819	89.940903	-434.755371	113.411537	217.535187	-432.246643	468.228424	236.537567	-395.258698	844.687500	188.795212	-492.125305	71.809235	27.263788	-308.046051	68.747238	206.025452	-340.928864	54.907501	174.688705	-356.805267	1372.172485	177.913361	-351.301331	1178.024048
266	2.6500	173.563583	-380.935699	847.663269	181.322021	-365.823151	971.691284	74.026360	-289.025726	474.184021	111.097168	-379.585754	851.406311	88.707977	-391.334900	105.149269	217.446701	-428.083160	468.429352	236.030029	-382.285614	843.920410	188.540588	-490.917114	72.172935	27.521868	-261.449188	68.209465	206.219360	-339.879639	54.338688	174.307037	-342.128906	1371.695679	177.692825	-336.862030	1177.614258
267	2.6600	173.097992	-367.261932	846.872620	181.602798	-352.112793	970.847290	75.174683	-268.913086	474.488739	110.668457	-365.219635	850.905701	87.531548	-347.359344	97.870216	217.316040	-423.591064	468.560486	235.527557	-369.304199	842.839478	188.244705	-489.680511	72.575523	27.902292	-214.833572	68.546989	206.441895	-338.827484	53.730198	173.936707	-327.390106	1370.824585	177.447281	-322.380371	1176.795654
268	2.6700	172.648209	-353.533173	845.714783	181.754303	-338.392609	969.647766	76.427399	-249.036835	474.367065	110.260666	-350.767151	849.960815	86.419884	-302.963348	91.717857	217.148788	-418.760468	468.621735	235.035706	-356.299194	841.468750	187.912247	-488.427704	73.022209	28.369305	-168.304199	69.908775	206.696243	-337.787262	53.083801	173.569962	-312.585114	1369.577515	177.170456	-307.857391	1175.586792
269	2.6800	172.219070	-339.736511	844.220276	181.782898	-324.642914	968.124512	77.784370	-229.357086	473.860657	109.878738	-336.221558	848.604004	85.388947	-258.345734	86.809662	216.950317	-413.583191	468.616272	234.559357	-343.251465	839.836548	187.549072	-487.169952	73.521660	28.905315	-122.033493	72.416512	206.982330	-336.772614	52.405079	173.197556	-297.711334	1367.980225	176.855270	-293.293488	1174.013306
270	2.6900	171.814514	-325.855713	842.425232	181.699188	-310.840912	966.313843	79.228203	-209.842987	473.015503	109.527000	-321.573029	846.875854	84.459114	-213.770874	83.221832	216.725845	-408.049438	468.549438	234.102036	-330.138367	837.974609	187.162933	-485.916962	74.085991	29.515005	-76.258499	76.145485	207.296555	-335.795105	51.703560	172.809052	-282.766571	1366.065674	176.494507	-278.687256	1172.108887
271	2.7000	171.437271	-311.871002	840.370789	181.516983	-296.960632	964.256348	80.725845	-190.475464	471.878815	109.208496	-306.808533	844.824585	83.652893	-169.563019	80.974419	216.480789	-402.144928	468.427612	233.666061	-316.933472	835.916992	186.764267	-484.674866	74.730652	30.228125	-31.272173	81.106560	207.631439	-334.861908	50.991447	172.393295	-267.749146	1363.872437	176.081100	-264.035492	1169.913086
272	2.7100	171.088333	-297.759338	838.101685	181.252686	-282.974182	961.995300	82.233986	-171.248627	470.496887	108.924744	-291.911987	842.503845	82.994049	-126.094070	80.019760	216.221634	-395.848511	468.256897	233.251999	-303.606659	833.699585	186.366959	-483.445679	75.474495	31.099140	12.590770	87.231796	207.975464	-333.975525	50.281979	171.938782	-252.657318	1361.444336	175.608063	-249.332199	1167.471191
273	2.7200	170.766617	-283.494843	835.665283	180.924133	-268.852173	959.576416	83.706810	-152.168732	468.913605	108.674873	-276.864929	839.971680	82.507683	-83.766418	80.236313	215.956863	-389.131470	468.042206	232.858383	-290.124695	831.358765	185.989212	-482.225891	76.339973	32.202522	54.971931	94.365921	208.313339	-333.132507	49.587170	171.434052	-237.489517	1358.829346	175.069214	-234.568741	1164.832642
274	2.7300	170.468826	-269.049194	833.110413	180.549454	-254.564438	957.046326	85.104347	-133.249496	467.171295	108.455711	-261.646423	837.289185	82.220131	-42.990730	81.430580	215.697784	-381.957489	467.786530	232.481873	-276.451965	828.931641	185.653946	-481.005585	77.353111	33.622234	95.511147	102.264656	208.627457	-332.323151	48.915878	170.868210	-222.243820	1356.078125	174.458801	-219.733215	1162.049805
275	2.7400	170.188934	-254.392899	830.486389	180.145844	-240.081329	954.452454	86.398598	-114.505554	465.311432	108.261009	-246.234528	834.518555	82.157845	-4.162878	83.347290	215.458862	-374.284668	467.490662	232.116898	-262.551270	826.454224	185.388397	-479.768524	78.543549	35.437801	133.869797	110.601608	208.900192	-331.532990	48.272533	170.231369	-206.918182	1353.242920	173.773010	-204.811905	1159.176514
276	2.7500	169.918320	-239.496109	827.841858	179.728531	-225.374863	951.841431	87.575966	-95.946335	463.376770	108.081314	-230.607162	831.721924	82.344902	32.357201	85.687302	215.257706	-366.066559	467.153168	231.755341	-248.385101	823.961914	185.223511	-478.490845	79.943886	37.709675	169.753036	118.983940	209.117447	-330.743042	47.654816	169.515198	-191.510513	1350.376221	173.008652	-189.788574	1156.266846
277	2.7600	169.645340	-224.330750	825.223938	179.309647	-210.419571	949.258728	88.635910	-77.572006	461.411987	107.903748	-214.743790	828.959351	82.799728	66.261932	88.130806	215.114426	-357.254700	466.770294	231.386902	-233.917709	821.488525	185.191864	-477.141632	81.588936	40.466286	202.927673	126.975861	209.271027	-329.933594	47.050495	168.713165	-176.018814	1347.530151	172.165176	-174.646011	1153.374390
278	2.7700	169.355789	-208.871933	822.677063	178.897476	-195.194153	946.747314	89.586983	-59.373001	459.463654	107.712593	-198.627136	826.288391	83.531204	97.308319	90.363487	215.051163	-347.799286	466.335876	230.999054	-219.116760	819.065674	185.325241	-475.681274	83.514160	43.695313	233.236008	134.128174	209.360260	-329.085815	46.432983	167.821213	-160.441422	1344.754272	171.243790	-159.367188	1150.549805
279	2.7800	169.032837	-193.099808	820.242554	178.495865	-179.682800	944.347290	90.442017	-41.333206	457.578613	107.488876	-182.244659	823.761719	84.535309	125.326591	92.102921	215.090515	-337.650116	465.841278	230.576859	-203.954910	816.723389	185.651382	-474.060669	85.753891	47.341225	260.603943	140.011429	209.391418	-328.185303	45.757637	166.837967	-144.777313	1342.095581	170.248047	-143.936111	1147.841064
280	2.7900	168.657745	-177.001816	817.957520	178.103928	-163.876434	942.094727	91.213707	-23.434589	455.801880	107.211525	-165.590790	821.426758	85.792763	150.225952	93.123077	215.254761	-326.757477	465.275360	230.104004	-188.412811	814.488281	186.190536	-472.219330	88.339622	51.309689	285.042999	144.249023	209.375793	-327.224579	44.958912	165.764984	-129.026443	1339.597290	169.184296	-128.339294	1145.292236
281	2.8000	168.210434	-160.574066	815.854309	177.716614	-147.773804	940.020874	91.911430	-5.662538	454.174896	106.858231	-148.668015	819.323853	87.268379	171.997910	93.274178	215.564545	-315.071533	464.624420	229.562622	-172.480103	812.384521	186.952271	-470.082977	91.298630	55.477673	306.645660	146.546219	209.327087	-326.206299	43.951145	164.607117	-113.190094	1337.297485	168.061615	-112.566521	1142.942139
282	2.8100	167.670700	-143.822937	813.960144	177.325089	-131.382935	938.151855	92.539307	11.990650	452.734619	106.406418	-131.488617	817.487183	88.912437	190.716354	92.495796	216.038116	-302.542328	463.872467	228.934952	-156.157272	810.433105	187.932922	-467.561707	94.653458	59.706619	325.572327	146.712692	209.258072	-325.146210	42.634487	163.372482	-97.271141	1335.229004	166.891220	-96.613136	1140.824341
283	2.8200	167.019394	-126.766327	812.297058	176.918198	-114.721672	936.508484	93.095848	29.523155	451.512817	105.834999	-114.075294	815.942444	90.664124	206.534042	90.821030	216.690384	-289.119690	463.001770	228.203857	-139.457291	808.651733	189.114105	-464.548431	98.422020	63.856369	342.031097	144.677124	209.177567	-324.076141	40.907593	162.072388	-81.274467	1333.420166	165.686554	-80.479591	1138.968018
284	2.8300	166.239792	-109.433861	810.882019	176.483322	-97.817993	935.106323	93.574806	46.923340	450.536377	105.125450	-96.461487	814.708496	92.456581	219.673416	88.370178	217.532516	-274.753601	461.994080	227.354156	-122.406189	807.055664	190.462830	-460.918976	102.618736	67.797897	356.251251	140.495361	209.088943	-323.046326	38.688107	160.721161	-65.207062	1331.892212	164.463150	-64.173309	1137.394897
285	2.8400	165.318787	-91.866966	809.727234	176.007874	-80.710281	933.956116	93.967339	64.170135	449.827484	104.263794	-78.690872	813.797363	94.222633	230.412216	85.334641	218.571259	-259.394745	460.832092	226.373749	-105.043060	805.657227	191.932999	-456.533051	107.255821	71.424583	368.454865	134.355606	208.992065	-322.124115	35.938557	159.335724	-49.078312	1330.661987	163.237503	-47.708977	1136.122437
286	2.8500	164.248199	-74.117760	808.840820	175.480362	-63.446251	933.064392	94.264778	81.234375	449.403290	103.241409	-60.816284	813.214233	95.900635	239.063019	81.952011	219.808594	-242.995575	459.501648	225.254990	-87.419220	804.467285	193.468231	-451.238220	112.344818	74.662216	378.833710	126.580162	208.889648	-321.386932	32.697186	157.935135	-32.899952	1329.740356	162.027206	-31.108477	1135.162231
287	2.8600	163.025620	-56.247498	808.227356	174.891205	-46.081100	932.434448	94.461601	98.078781	449.274597	102.056099	-42.897842	812.959106	97.439507	245.948883	78.475479	221.241150	-225.512436	457.993988	223.995132	-69.597168	803.495544	195.005554	-444.875824	117.897507	77.476318	387.539185	117.619347	208.796707	-320.901855	29.110319	156.539963	-16.686144	1329.133789	160.849380	-14.400785	1134.521484
288	2.8700	161.655136	-38.324032	807.888794	174.233612	-28.676014	932.067078	94.557480	114.657104	449.443298	100.712883	-25.000122	813.026672	98.802910	251.378265	75.142166	222.859619	-206.907959	456.308441	222.597427	-51.647934	802.750977	196.479446	-437.288666	123.926079	79.873772	394.692535	108.025078	208.750107	-320.686371	25.456593	155.171555	-0.453253	1328.844116	159.720932	2.378655	1134.202026
289	2.8800	160.147903	-20.418909	807.825256	173.503479	-11.294420	931.961914	94.557991	130.911530	449.899292	99.224091	-7.189575	813.407471	99.971855	255.625076	72.146347	224.648483	-187.154663	454.455322	221.071716	-33.648224	802.243103	197.825455	-428.330109	130.441986	81.896454	400.410767	98.394394	208.814545	-320.651428	22.148571	153.851242	15.780369	1328.869263	158.657013	19.189362	1134.202393
290	2.8900	158.521927	-2.604064	808.034912	172.699478	6.000656	932.117554	94.473587	146.769913	450.617828	97.609406	10.469131	814.088074	100.945465	258.919495	69.623520	226.585434	-166.238968	452.458527	219.434464	-15.677307	801.981689	198.983353	-417.873169	137.453445	83.607246	404.835144	89.285477	209.080246	-320.536682	19.697065	152.599548	31.994808	1329.203491	157.671265	35.987564	1134.516602
291	2.9000	156.801773	15.051796	808.514099	171.822739	23.150406	932.531494	94.317009	162.142548	451.558716	95.894798	27.916290	815.051147	101.739113	261.451965	67.646820	228.641190	-144.164825	450.357635	217.708755	2.187286	801.977173	199.900925	-405.815918	144.958862	85.073700	408.145111	81.136322	209.650787	-319.866333	18.623905	151.435364	48.169086	1329.838257	156.774841	52.727638	1135.136475
292	2.9100	155.017975	32.486359	809.257935	170.876678	40.102745	933.201660	94.100151	176.922318	452.668671	94.112091	45.100052	816.275757	102.379791	263.382141	66.231064	230.780014	-120.957672	448.209747	215.923904	19.872650	802.240112	200.538589	-392.082581	152.935913	86.354004	410.548401	74.221214	210.622604	-317.966980	19.339106	150.375290	64.281792	1330.761719	155.975967	69.365257	1136.049927
293	2.9200	153.205414	49.646496	810.259399	169.866211	56.815525	934.124512	93.831223	190.989273	453.886078	92.296730	61.978836	817.738281	102.898849	264.843018	65.341393	232.960068	-96.667183	446.089020	214.114029	37.314171	802.780518	200.874756	-376.620209	161.325226	87.487953	412.254486	68.649780	212.065994	-314.054199	22.029993	149.432953	80.311699	1331.959717	155.280151	85.857925	1137.242676
294	2.9300	151.401947	66.490555	811.509827	168.797623	73.257767	935.296509	93.513741	204.220779	455.148224	90.486794	78.522827	819.412476	103.324776	265.942322	64.905678	235.135071	-71.369698	444.085663	212.317139	54.458244	803.607178	200.910217	-359.395111	170.014130	88.493111	413.449463	64.394173	214.012924	-307.358582	26.614561	148.618515	96.238426	1333.415894	154.689178	102.168739	1138.698486
295	2.9400	149.646164	82.989441	812.998413	167.677994	89.410561	936.712463	93.147285	216.504837	456.397278	88.720123	94.714745	821.270142	103.678665	266.765167	64.829681	237.255463	-45.169384	442.301239	210.572174	71.264114	804.726746	200.669861	-340.390747	178.824387	89.367325	414.283020	61.328659	216.454788	-297.237854	32.771030	147.938400	112.043045	1335.110962	154.202011	118.266312	1140.397583
296	2.9500	147.975189	99.127350	814.711914	166.514938	105.267174	938.365173	92.729118	227.751877	457.585571	87.032837	110.549683	823.281982	103.973358	267.380219	65.011658	239.270660	-18.198139	440.842651	208.917542	87.705048	806.141846	200.200348	-319.607788	187.510284	90.096863	414.869324	59.268803	219.345383	-283.244354	40.017624	147.395233	127.708763	1337.024048	153.814224	134.126846	1142.319458
297	2.9600	146.422455	114.901161	816.634705	165.315994	120.832214	940.244568	92.256416	237.903091	458.677612	85.456970	126.033585	825.418945	104.215088	267.844940	65.354530	241.130798	9.386467	439.813629	207.387939	103.768723	807.850342	199.563873	-297.065521	195.767136	90.666458	415.293243	58.004429	222.607849	-265.145538	47.804276	146.987747	143.221405	1339.130859	153.519226	149.735031	1144.439575
298	2.9700	145.015442	130.319427	818.747864	164.087921	136.119934	942.336426	91.727982	246.934738	459.651276	84.018585	141.182114	827.651245	104.405769	268.208466	65.774521	242.789276	37.405342	439.304718	206.012299	119.456703	809.844604	198.829620	-272.802887	203.250870	91.066711	415.616943	57.325138	226.143036	-242.911682	55.591087	146.711090	158.569992	1341.404419	153.307541	165.083511	1146.731079
299	2.9800	143.774277	145.400604	821.028931	162.836426	151.152390	944.621338	91.145706	254.859085	460.496887	82.736687	156.018082	829.948853	104.545517	268.512238	66.206444	244.205688	65.664963	439.383728	204.811859	134.783051	812.109131	198.065140	-246.878647	209.606918	91.297867	415.886047	57.038361	229.839035	-216.686340	62.903957	146.557190	173.747055	1343.815308	153.168320	180.173431	1149.164551
300	2.9900	142.710770	160.170914	823.451111	161.565475	165.957291	947.073730	90.515556	261.723114	461.216370	81.622452	170.569244	832.281372	104.634933	268.789948	66.605583	245.348663	93.966591	440.087738	203.799133	149.772568	814.620728	197.330627	-219.369827	214.504288	91.370888	416.133148	56.980957	233.580185	-186.751968	69.366554	146.515259	188.748947	1346.330200	153.089310	195.013550	1151.706299
301	3.0000	141.828308	174.662415	825.982361	160.277664	180.565445	949.660645	89.847748	267.605255	461.821472	80.679283	184.866425	834.617004	104.676941	269.067291	66.946991	246.199036	122.117607	441.418182	202.977356	164.458420	817.347656	196.675491	-190.366287	217.668243	91.306564	416.381134	57.025047	237.255020	-153.491959	74.711960	146.572327	203.575882	1348.913086	153.057678	209.619385	1154.319824
302	3.0100	141.122574	188.910980	828.585815	158.974396	195.008652	952.342285	89.156685	272.611115	462.331207	79.903587	198.941956	836.922302	104.678452	269.362335	67.222725	246.751892	149.942551	443.339966	202.341599	178.880051	820.249146	196.137741	-159.961899	218.905273	91.133476	416.645142	57.079227	240.764923	-117.348701	78.778740	146.713898	218.231979	1351.524780	153.060699	224.012512	1156.965698
303	3.0200	140.582886	202.954163	831.219116	157.656540	209.317780	955.072021	88.460129	276.867340	462.768982	79.286018	212.827927	839.161865	104.651093	269.687164	67.437889	247.016983	177.292084	445.785095	201.879791	193.080429	823.276306	195.743973	-128.245026	218.117935	90.885216	416.935028	57.086128	244.032913	-78.777420	81.501495	146.924667	232.725006	1354.124023	153.086334	238.218643	1159.601318
304	3.0300	140.193832	216.829895	833.835266	156.325851	223.520645	957.797119	87.778114	280.514526	463.158997	78.813065	226.555511	841.298340	104.611053	270.049927	67.606155	247.018051	204.049026	448.658722	201.574631	207.104263	826.372253	195.510132	-95.292191	215.309921	90.597778	417.257568	57.017403	247.010330	-38.205620	82.902328	147.189209	247.066071	1356.667480	153.123352	252.267120	1162.182495
305	3.0400	139.937408	230.574738	836.382874	154.985733	237.641296	960.460144	87.131248	283.699493	463.523071	78.468880	240.154053	843.292236	104.577858	270.456848	67.745483	246.789825	230.130936	451.847473	201.405960	220.995453	829.473450	195.442154	-61.166275	210.581619	90.306389	417.618530	56.866810	249.677582	3.993112	83.083824	147.492508	261.269135	1359.110474	153.162796	266.189056	1164.662964
306	3.0500	139.794846	244.222961	838.808044	153.642395	251.698929	963.001038	86.539001	286.567200	463.877930	78.236969	253.650177	845.104370	104.572121	270.913483	67.874382	246.374298	255.489853	455.227966	201.352722	234.795746	832.511841	195.536942	-25.919508	204.117706	90.041985	418.023376	56.642635	252.038681	47.507103	82.220207	147.820694	275.350433	1361.407959	153.197464	280.015442	1166.996216
307	3.0600	139.748215	257.805420	841.056030	152.305420	265.708069	965.359741	86.018074	289.255341	464.233398	78.101654	267.067657	846.694824	104.612976	271.425171	68.009216	245.815552	280.109772	458.675323	201.394806	248.543182	835.417419	195.783585	10.401913	196.167923	89.827568	418.477112	56.360622	254.112091	92.078720	80.540939	148.161484	289.327881	1363.516846	153.222275	293.776733	1169.137329
308	3.0700	139.781662	271.348938	843.072754	150.988281	279.678467	967.477661	85.581154	291.889587	464.592102	78.048859	280.427063	848.026001	104.715668	271.995941	68.162560	245.154892	304.002472	462.069794	201.514496	262.270905	838.119568	196.165085	47.753147	187.024017	89.675713	418.983643	56.038391	255.922256	137.488785	78.306435	148.504578	303.220520	1365.394897	153.235092	307.500824	1171.042236
309	3.0800	139.881927	284.876190	844.807800	149.707886	293.616882	969.301147	85.236244	294.581329	464.949829	78.066803	293.745270	849.063965	104.889786	272.627777	68.342407	244.426102	327.201935	465.302612	201.697052	276.007141	840.551575	196.661377	86.087891	176.996368	89.587952	419.544037	55.691624	257.494781	183.543182	75.780334	148.842117	317.047638	1367.003906	153.236176	321.212494	1172.671021
310	3.0900	140.038483	298.405334	846.215942	148.484055	307.527008	970.783264	84.986542	297.426422	465.296692	78.145882	307.036011	849.780273	105.138824	273.319214	68.552109	243.652359	349.758240	468.279419	201.931061	289.774658	842.651611	197.253677	125.358742	166.393555	89.556068	420.155823	55.331882	258.856537	230.067932	73.205658	149.168625	330.828217	1368.310303	153.228470	334.931915	1173.988281
311	3.1000	140.243256	311.950592	847.259888	147.338531	321.411469	971.886108	84.830833	300.504517	465.618958	78.278450	320.309967	850.153076	105.460571	274.065308	68.790741	242.844070	371.731354	470.923035	202.208054	303.591278	844.366638	197.928543	165.519211	155.508530	89.564758	420.812622	54.965603	260.038483	276.911438	70.791107	149.481430	344.580780	1369.285156	153.217499	348.675507	1174.963501
312	3.1100	140.489960	325.522491	847.911377	146.293472	335.272583	972.582153	84.764046	303.877594	465.901001	78.458130	333.574921	850.169189	105.848610	274.858246	69.054321	241.999054	393.186066	473.174469	202.521820	317.470062	845.653442	198.681534	206.525848	144.611801	89.594933	421.505096	54.594246	261.078705	323.949432	68.709175	149.780457	358.322388	1369.906250	153.210693	362.454529	1175.572998
313	3.1200	140.773392	339.128632	848.152771	145.369965	349.113525	972.855286	84.778145	307.589844	466.127380	78.679298	346.836914	849.824280	106.293823	275.688446	69.337036	241.103638	414.188263	474.993805	202.867477	331.420410	846.481079	199.517441	248.336395	133.951599	89.627373	422.222229	54.215668	262.022949	371.086151	67.104881	150.068085	372.068787	1370.158936	153.217117	376.275848	1175.801147
314	3.1300	141.088760	352.774506	847.977173	144.586273	362.939423	972.700806	84.862915	311.667297	466.285278	78.936493	360.100525	849.122925	106.785713	276.545593	69.633003	240.135788	434.801971	476.359528	203.241028	345.448486	846.831299	200.448563	290.903168	123.757637	89.645752	422.952423	53.826611	262.922577	418.247406	66.109077	150.349121	385.834229	1370.035522	153.247009	390.142822	1175.639160
315	3.1400	141.431061	366.464203	847.388855	143.956436	376.757568	972.125488	85.006958	316.119659	466.365753	79.223984	373.370026	848.078369	107.313248	277.420013	69.937874	239.068909	455.088470	477.268250	203.638153	359.558411	846.699158	201.490311	334.162628	114.244797	89.638336	423.685242	53.425308	263.830719	465.366394	65.848885	150.630386	399.631012	1369.536621	153.311264	404.054810	1175.087402
316	3.1500	141.795120	380.201416	846.402161	143.489365	390.577850	971.145935	85.198715	320.943756	466.364838	79.535950	386.650146	846.711426	107.865044	278.303650	70.250237	237.877014	475.106384	477.733246	204.054306	373.752686	846.092957	202.656952	378.022827	105.613602	89.598305	424.412476	53.012989	264.796570	512.365295	66.451241	150.920364	413.470093	1368.670166	153.420639	418.009674	1174.153564
317	3.1600	142.175003	393.990540	845.041077	143.187744	404.413269	969.788330	85.427483	326.128845	466.283813	79.866066	399.946991	845.049316	108.429367	279.190918	70.572510	236.540314	494.911163	477.782776	204.483978	388.034088	845.032837	203.957077	422.352112	98.046196	89.522560	425.128876	52.593849	265.859619	559.138367	68.037560	151.228897	427.360718	1367.452271	153.585632	432.003601	1172.854126
318	3.1700	142.564972	407.837311	843.337769	143.048157	418.279480	968.086609	85.684059	331.661987	466.128815	80.208435	413.268860	843.124451	108.993668	280.079529	70.911575	235.050919	514.554810	477.457031	204.921494	402.405731	843.550964	205.390564	466.969940	91.697792	89.410538	425.832703	52.174221	267.042694	605.539429	70.711754	151.566727	441.310883	1365.905029	153.815231	446.033386	1171.212036
319	3.1800	142.959137	421.749756	841.330933	143.061386	432.194611	966.080444	85.960884	337.532135	465.909576	80.557465	426.627319	840.973755	109.544106	280.969879	71.278877	233.417557	534.082275	476.804688	205.360794	416.872131	841.688293	206.946228	511.643005	86.685020	89.263672	426.525208	51.761143	268.345612	651.376953	74.543266	151.945099	455.327423	1364.058350	154.117645	460.096191	1169.258545
320	3.1900	143.352646	435.738831	839.064941	143.213150	446.179321	963.814758	86.252098	343.733093	465.638397	80.908852	440.037109	838.635315	110.065056	281.865112	71.690460	231.668381	553.527649	475.878418	205.796478	431.440491	839.494446	208.600433	556.084900	83.073135	89.085350	427.209961	51.360390	269.739258	696.414917	79.548676	152.375336	469.416290	1361.946777	154.499374	474.191345	1167.030273
321	3.2000	143.741898	449.818695	836.587463	143.485275	460.255615	961.337402	86.553391	350.266602	465.328461	81.259766	453.517181	836.149536	110.538979	282.769897	72.166626	229.849854	572.907471	474.729553	206.223999	446.120239	837.025391	210.316010	599.962341	80.863884	88.880676	427.892029	50.975506	271.161957	740.381531	85.675316	152.868546	483.582764	1359.609985	154.965332	488.320679	1164.569092
322	3.2100	144.125153	464.006683	833.948792	143.856995	474.447113	958.698364	86.861610	357.143188	464.992310	81.609352	467.090027	833.556396	110.946541	283.690277	72.731491	228.021301	592.217407	473.403809	206.640915	460.923401	834.341248	212.042053	642.906677	79.986626	88.655701	428.577240	50.607693	272.520050	782.982971	92.790970	153.435165	497.831665	1357.090210	155.518997	502.489105	1161.919678
323	3.2200	144.503067	478.323395	831.199585	144.306473	488.777893	955.948242	87.174393	364.382172	464.640472	81.959061	480.781860	830.895020	111.267120	284.633789	73.412323	226.245392	611.431396	471.937561	207.047028	475.864838	831.504150	213.714767	684.530518	80.295135	88.416893	429.272095	50.256184	273.693451	823.921326	100.683319	154.084839	512.167480	1354.432861	156.162277	516.704834	1159.130371
324	3.2300	144.878922	492.791809	828.390259	144.811920	503.271698	953.136841	87.489670	372.009918	464.281067	82.312965	494.621918	828.203003	111.479691	285.609711	74.239037	224.577332	630.507751	470.358398	207.444931	490.961609	828.577576	215.260406	724.449951	81.572365	88.170197	429.983368	49.918339	274.546082	862.912964	109.070015	154.825912	526.594421	1351.683716	156.895706	530.979248	1156.250122
325	3.2400	145.258728	507.436859	825.569336	145.353256	517.951721	950.312988	87.805199	380.057556	463.919342	82.677330	508.641846	825.515198	111.564117	286.629395	75.243919	223.056641	649.398560	468.687439	207.840103	506.231934	825.623535	216.600922	762.306702	83.543716	87.919792	430.717560	49.589790	274.940186	899.705627	117.616699	155.665436	541.116516	1348.889160	157.718170	545.326721	1153.327881
326	3.2500	145.651093	522.284485	822.782532	145.912811	532.839417	947.522522	88.118073	388.559235	463.557098	83.060913	522.874268	822.863892	111.502525	287.706573	76.460991	221.703674	668.062195	466.944611	208.241241	521.694641	822.701050	217.661636	797.788208	85.898453	87.667122	431.479889	49.263771	274.752930	934.091980	125.958290	156.608810	555.737793	1346.093628	158.628067	559.763916	1150.410889
327	3.2600	146.067108	537.359741	820.071655	146.476639	547.953125	944.807983	88.424217	397.550415	463.192993	83.474426	537.351807	820.277710	111.280823	288.858521	77.925430	220.522369	686.472229	465.153442	208.659775	537.367554	819.865479	218.380005	830.642395	88.315620	87.410561	432.274139	48.929562	273.892914	965.918701	133.719666	157.659637	570.461487	1343.340088	159.622147	574.309448	1147.544434
328	3.2700	146.520111	552.685852	817.473877	147.034927	563.308105	942.207336	88.717613	407.067230	462.821655	83.930527	552.104919	817.781738	110.889839	290.107208	79.672356	219.506485	704.620911	463.343872	209.109680	553.266846	817.166016	218.713196	860.685181	90.490852	87.145821	433.101959	48.570751	272.314514	995.093628	140.532608	158.819519	585.290283	1340.667847	160.696487	588.981995	1144.770020
329	3.2800	147.025116	568.282593	815.021729	147.582504	578.914856	939.754150	88.989517	417.146790	462.433319	84.443237	567.161011	815.397217	110.326340	291.481598	81.735420	218.646545	722.517273	461.552094	209.606995	569.404297	814.646484	218.643661	887.803833	92.160637	86.866600	433.963715	48.163601	270.028931	1021.588806	146.050095	160.088058	600.226196	1338.113525	161.845825	603.800415	1142.125854
330	3.2900	147.598557	584.164063	812.741882	148.119095	594.778381	937.476013	89.227806	427.828033	462.012817	85.027802	582.541382	813.141113	109.593353	293.019806	84.144997	217.934967	740.181396	459.818420	210.169250	585.786865	812.342529	218.181366	911.955627	93.121811	86.566391	434.859009	47.676109	267.108032	1045.441650	149.960373	161.462555	615.269775	1335.709106	163.064835	618.781677	1139.645142
331	3.3000	148.257584	600.337402	810.655396	148.648941	610.897339	935.394592	89.416359	439.152679	461.539856	85.700165	598.260254	811.027527	108.699890	294.772705	86.926437	217.368439	757.637695	458.184265	210.815063	602.414490	810.283203	217.363281	933.165222	93.245918	86.240486	435.788361	47.067322	263.682831	1066.750732	152.002533	162.938095	630.420227	1333.482666	164.346481	633.939941	1137.356812
332	3.3100	149.019485	616.800659	808.778137	149.180405	627.262695	933.526123	89.535194	451.165833	460.988831	86.476242	614.322388	809.066650	107.660255	296.806763	90.098152	216.948364	774.908691	456.689423	211.562775	619.278931	808.489502	216.249771	951.519897	92.486313	85.888969	436.753876	46.287136	259.933655	1085.664429	151.983383	164.507462	645.674805	1331.457397	165.683807	649.284973	1135.284546
333	3.3200	149.900711	633.542358	807.120483	149.724747	643.857910	931.880676	89.560913	463.915588	460.329926	87.371452	630.721802	807.265503	106.493034	299.206543	93.670525	216.679947	792.011108	455.369934	212.429932	636.363037	806.975586	214.919327	967.163452	90.878723	85.518791	437.758759	45.276817	256.074371	1102.359497	149.795334	166.161255	661.028870	1329.652954	167.068802	664.821533	1133.448120
