r_alfa_f r_moment_A r_power_A r_alfa_S r_moment_K r_power_K r_alfa_T r_moment_H r_power_H
57.2977289170018 3.58099890791785 205.183104677957 -73.6258774000598 -9.71045096424959 714.940472193133 -8.25652812908681 -11.7888699909445 97.3351366903804
44.6887123172912 3.07151622758876 137.262105072606 -68.5447136785911 -12.2333985232814 838.534799094423 -3.45466737036143 -17.9323801092353 61.9504084362936
27.7159859506815 2.51128215120806 69.6026608210798 -64.5656592862021 -14.4166647012728 930.821461145793 3.8055058249914 -23.7722002237703 -90.4652464244196
8.44889033221996 1.12080206472484 9.46953372898591 -61.494632488881 -17.5865867487033 1081.48068884533 12.7036943924819 -30.4310868831522 -386.587227794629
-10.6262788801581 0.27252313910665 -2.89590687744338 -58.7771726356234 -19.1601745467756 1126.18088706451 22.0917560116968 -34.7699896750908 -768.130128431322
-27.8930464096588 0.241591817193305 -6.73873176916668 -55.5845387687715 -18.9126213880482 1051.24933676306 30.8123188838694 -36.3859736212343 -1121.13622211753
-43.0208167547347 -1.14666097650775 49.330291750145 -51.0257275495579 -19.9258613327652 1016.73157155595 37.8538873642836 -38.8275682520007 -1469.77439524027
-56.2031003235886 0.321895924673966 -18.0915489482052 -44.3327102037072 -16.4889482758034 730.999765475108 42.5641790159109 -35.4942255495266 -1510.78257032117
-67.3446384898735 -1.42433527397441 95.9213441141818 -35.068152776912 -16.6509927683549 583.919558287926 44.6411532271401 -35.9248090879978 -1603.72490715307
-75.6862634684438 -2.36094176311653 178.69086031689 -23.1943059112671 -15.059320602224 349.290488863831 44.1692323298992 -33.7523731105218 -1490.81640960408
-80.0103651448267 -1.91018353560206 152.834482177157 -9.14671942870343 -12.1762807280634 111.373023504725 41.6158897285729 -30.2690932033428 -1259.67524493421
-79.2211494266271 -3.71134027199683 294.01664226092 6.28977844453635 -11.5578318415946 -72.6962015828375 37.7458307798595 -29.3086360264409 -1106.27881584253
-73.0303374547303 -2.18495944100019 159.568325301143 22.2363086132861 -8.07134364407523 -179.476888193542 33.3003729532538 -25.4196869585937 -846.485056076131
-62.6747995629845 -1.62463512979046 101.823681122601 37.8371999985446 -6.41255099906954 -242.632974652661 28.7918371994444 -24.1218009264025 -694.510965230389
-51.0897075789751 -1.6182830520944 82.6776079115139 52.4531737929523 -5.46881751721243 -286.856835672286 24.3749835219753 -23.5371248638118 -573.717030710087
-41.9604991195094 -1.24298067750557 52.1560896240394 65.5540494596327 -4.80064043772996 -314.701420692862 20.0580705713843 -23.3231149432738 -467.816685476694
-38.215295563216 -1.82494844535293 69.7409442267939 76.7345230561361 -5.00588891859415 -384.124498640319 15.8473906980483 -23.597264584737 -373.955071279546
-40.6537770410351 -2.83179981951175 115.123358487274 85.6089991848169 -5.88638078150885 -503.927167525713 11.9549998857704 -24.3012691911098 -290.521670403794
-47.6657110521216 -0.789114588710843 37.6137079725048 91.9029768958757 -3.52329770106596 -323.801547218357 8.6123689089751 -20.5010521385031 -176.562624038922
-55.8086106898946 -2.70561394220261 150.996555177537 95.5032493881619 -4.47608053332251 -427.480235455396 5.94901562189609 -20.7756715275903 -123.594794473016
-60.8207511789655 -3.48961538655869 212.241029136176 96.5558288340024 -5.43747496010103 -525.019901536689 3.88857101001838 -20.1576372468772 -78.3844038286735
-58.4350589204242 -3.38407294938749 197.748502188472 95.4582816996191 -4.65835998244257 -444.679039462235 2.15474260387427 -18.730308695814 -40.3589941305873
-45.517276269388 -2.91656301406533 132.75400446829 92.8724572743261 -3.95132172608707 -366.968958183138 0.388075378952579 -17.4958169077915 -6.78969577657612
-21.5924011685503 -1.72628016444904 37.2745338400947 89.5357875486041 -1.5439727557025 -138.240816635412 -1.80033815444236 -14.4915945194076 26.0897705319973
10.3828634451453 -0.0271501438421656 -0.281896236029257 86.0307779495789 1.14736640765308 98.7088246436083 -4.62933373226004 -12.1370003070351 56.1862249298081
44.0600182498854 1.80495438906041 79.5263233222123 82.658981185737 4.50783509511759 372.613056315729 -8.22876830345431 -8.91083443453958 73.3251919522686
71.5053582271818 3.39661398757758 242.876099941191 78.8814778662719 6.97991728125477 550.586190529707 -12.1730873061565 -7.39403403696305 90.0082218766441
85.3295360130829 4.4211838728856 377.257568501853 73.5207575050997 8.99821049720737 661.555251945026 -15.6681276021739 -6.05901781421874 94.933464257024
81.4802453596855 4.65009812847157 378.891136454478 64.8911455144191 9.08260684431415 589.380762384648 -17.51558596711 -7.20776247449409 126.248183252511
61.3722240582071 3.98352332330243 244.47768593881 51.6557150301435 6.90432460776523 356.647824414328 -16.5068499222368 -10.8163130635129 178.543256451336
